,MS_SubClass,MS_Zoning,Lot_Area,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
1481,3,6,4426,5,0,147,2,2,2,0,848,0,1,4,860,1,2,3,1,5,0,2,2,2,149,0,9,4,6,149300,907425010
1485,1,5,8777,7,1,0,3,1,1,3,796,2,1,0,860,1,4,4,0,3,6,1,0,1,328,0,9,4,100,87550,908102030
1486,0,5,8777,7,1,0,3,1,5,3,1272,2,1,4,2200,2,4,9,0,3,6,1,0,0,0,70,9,4,110,145900,908102040
1487,2,5,9825,7,1,0,3,1,5,3,1092,4,1,4,1092,1,4,6,0,3,0,3,1,2,259,0,0,0,44,123000,908102140
1489,9,5,12102,7,1,222,3,1,2,1,456,0,1,4,1033,1,4,6,0,3,2,2,2,2,224,0,9,3,34,165000,908103260
1491,1,5,13907,7,1,0,3,1,5,3,996,0,1,4,996,1,4,6,1,2,6,1,0,2,144,0,9,4,70,108000,908127120
1493,13,5,6931,7,5,92,2,2,2,3,746,0,1,4,1656,2,2,7,1,2,2,0,2,2,178,128,9,4,7,165400,908128110
1494,10,5,9638,7,0,0,3,1,5,0,1029,4,1,4,1117,1,4,6,1,1,0,2,2,2,292,0,9,4,33,147000,908151040
1495,13,5,7200,7,0,0,3,1,5,0,684,4,1,4,1398,1,4,6,1,5,0,0,2,2,0,0,9,4,34,160500,908152110
1496,2,5,7024,7,2,0,3,2,2,3,1132,0,1,4,1132,1,2,5,0,3,0,0,2,2,252,64,9,4,5,176000,908152270
1497,2,5,47007,7,1,0,3,3,3,4,0,4,1,4,2462,3,0,11,2,2,0,3,2,2,0,372,9,4,51,284700,908154080
1498,13,5,63887,7,7,796,0,2,0,1,6110,0,1,4,2462,2,0,12,3,2,0,0,2,2,214,292,6,5,2,160000,908154235
1499,8,6,3675,7,0,80,3,2,2,1,547,0,1,4,1072,1,4,5,0,3,1,2,2,2,0,28,9,4,5,148000,908186040
1500,0,5,6040,7,2,0,3,2,3,4,0,4,0,2,1152,2,1,6,0,3,6,1,0,0,0,0,9,1,55,87550,908201100
1502,0,5,12108,7,2,270,3,1,5,3,1440,4,0,1,1440,2,1,8,0,3,6,1,0,2,0,0,9,4,55,118000,908201120
1503,0,5,6845,7,2,58,3,3,3,4,0,4,0,1,1152,2,4,6,0,3,6,1,0,0,0,0,9,4,55,87550,908204160
1505,5,5,12180,7,1,0,3,2,5,3,585,2,1,1,1053,1,0,5,0,3,6,1,0,0,42,0,9,3,72,120000,908226120
1506,5,5,8050,7,1,0,3,3,3,4,0,2,1,4,1137,1,4,8,0,3,6,1,0,2,0,0,9,4,63,96000,908250040
1508,5,5,11767,7,1,0,3,1,5,3,768,0,1,4,1200,1,4,6,0,3,4,3,1,2,0,0,9,4,64,130500,908275130
1509,5,5,8172,7,2,0,3,2,5,3,941,0,1,4,1470,2,4,7,0,3,4,3,1,2,0,0,9,4,56,135000,908275180
1510,5,5,16466,7,1,0,3,2,5,3,816,4,1,4,1393,1,4,8,0,3,0,3,1,2,121,0,9,4,55,135500,908275280
1511,10,5,7692,7,2,0,3,1,0,0,416,2,1,0,1204,1,4,6,0,3,1,3,1,2,0,0,9,0,56,100000,908276140
1513,1,5,5604,7,1,0,3,1,5,3,864,4,0,0,864,1,4,5,0,3,6,1,0,2,0,0,9,4,85,98000,909100170
1514,1,5,8248,7,4,0,3,0,5,3,864,4,0,1,864,1,4,5,0,3,6,1,0,0,0,0,9,4,96,87550,909101060
1517,15,5,8400,24,1,0,3,2,5,3,720,0,1,4,2192,2,2,8,1,2,4,3,1,2,262,24,9,4,71,179500,909175050
1519,1,5,7290,24,5,174,3,0,5,3,1228,0,1,4,1424,2,4,7,1,2,0,3,1,2,0,0,9,4,89,168000,909177120
1520,12,4,8525,24,1,0,3,2,5,0,940,4,0,0,1964,1,4,7,0,3,6,1,0,0,0,192,9,0,99,130000,909201110
1521,12,5,9842,24,1,0,3,0,5,3,612,0,1,4,2462,3,4,8,0,3,2,2,2,2,183,0,9,4,89,189000,909250040
1522,0,5,7804,24,0,0,3,0,5,3,960,0,1,4,1920,2,4,10,2,2,4,3,2,2,248,0,9,0,80,161900,909250230
1523,12,5,8969,6,0,0,3,0,5,3,644,0,1,4,1316,1,4,6,1,2,4,3,1,1,0,0,9,4,84,145000,909251080
1524,12,5,11526,6,0,0,3,0,0,3,588,1,1,4,2462,2,4,11,1,2,4,0,2,2,431,0,9,4,88,191000,909251090
1525,12,5,15576,6,0,0,3,0,2,3,840,0,1,4,1680,2,4,8,0,3,0,3,1,2,0,0,9,4,95,177000,909252110
1526,5,5,15564,6,0,0,3,0,2,3,676,0,1,4,1264,1,4,6,0,3,4,3,2,2,424,0,9,4,96,147500,909252220
1527,1,5,6292,24,0,0,3,0,2,2,768,4,0,4,860,1,4,4,0,3,4,3,1,2,0,141,9,4,80,91000,909253190
1528,12,5,7609,6,8,0,2,2,1,3,798,0,1,4,1512,2,2,7,1,2,4,3,1,1,85,16,9,4,85,231000,909254050
1529,5,5,10480,24,0,0,3,0,5,3,1064,0,1,0,1639,1,4,6,0,3,4,3,1,2,0,0,9,4,74,115000,909256060
1532,12,5,11988,6,0,0,3,1,5,3,715,1,1,0,1660,1,4,6,1,2,4,3,1,2,0,0,9,4,76,188700,909276170
1534,5,5,9260,6,1,0,3,0,5,3,884,4,1,1,1374,1,4,6,0,3,4,3,1,2,64,0,9,4,72,110000,909277070
1535,2,5,7801,6,0,88,3,2,5,3,1091,1,0,0,1091,1,4,5,1,5,0,0,1,2,66,105,9,4,59,104000,909281030
1537,5,5,14100,6,8,632,3,1,5,2,728,0,1,4,2462,3,2,11,2,2,2,3,3,2,314,12,9,4,75,335000,909282030
1538,5,5,15660,6,5,312,2,1,5,3,798,0,1,4,1954,1,2,8,2,5,0,3,2,2,0,119,9,4,71,311500,909425010
1539,5,5,12392,6,5,0,3,1,5,3,832,0,1,4,2161,2,2,8,2,5,0,0,2,2,0,96,9,4,60,263400,909425085
1541,2,5,14778,6,0,72,2,1,5,3,1296,0,1,4,1640,1,2,7,1,2,4,3,2,2,108,0,9,4,56,224000,909428190
1543,14,6,1950,1,0,0,3,1,2,3,716,4,1,4,1556,2,4,6,1,5,0,0,2,2,161,0,0,4,30,151000,909451150
1544,1,6,7000,11,0,0,3,0,5,3,894,4,1,4,919,1,4,5,0,3,4,3,1,1,0,0,9,4,84,126000,910200080
1545,5,6,6000,11,0,0,3,1,1,3,720,2,1,4,1090,1,4,5,0,3,4,3,1,2,0,0,9,4,70,120000,910201130
1546,1,6,3636,11,2,0,3,0,5,3,796,1,0,4,860,1,4,5,0,3,6,1,0,0,0,0,9,4,88,87550,910202050
1547,1,6,5890,11,0,0,2,0,5,0,816,0,1,4,860,1,4,5,0,3,4,3,1,2,0,0,9,4,80,120500,910202100
1549,5,6,8155,11,1,0,3,1,2,3,780,2,1,0,1200,1,4,7,0,3,6,1,0,2,0,0,9,4,80,119000,910203090
1551,1,6,7392,11,1,0,3,0,5,3,520,4,1,0,912,1,4,5,0,3,4,2,1,2,0,90,9,4,80,99500,910206110
1556,5,1,5150,11,2,0,3,2,4,3,356,4,0,0,1049,1,4,5,0,3,4,3,1,0,0,0,9,4,100,87550,911102180
1557,1,1,18000,11,4,0,1,1,5,3,894,4,1,4,894,1,4,6,0,3,4,2,3,2,0,20,3,4,75,87550,911226010
1558,12,1,9000,11,2,0,3,4,1,2,592,0,1,4,864,1,1,5,0,3,4,3,1,0,0,30,9,4,90,87550,911226030
1560,3,6,3843,6,8,186,0,2,0,1,1596,0,1,4,1648,2,0,5,1,2,0,0,2,2,162,53,6,5,3,294464,911370490
1561,3,6,3811,6,5,174,2,2,0,1,1594,0,1,4,1646,2,0,5,1,2,0,0,2,2,128,53,9,4,6,250000,911370520
1563,2,5,23730,14,5,668,2,2,0,2,1840,0,1,4,2032,3,2,7,0,3,0,0,3,2,0,46,9,4,14,300000,914453045
1564,2,5,13265,14,8,148,2,2,2,3,1568,0,1,4,1689,2,2,7,2,2,0,2,3,2,150,59,9,4,8,271000,914465060
1565,13,5,11050,14,5,0,3,2,2,2,910,0,1,4,1820,2,2,8,1,5,0,3,3,2,318,32,9,4,14,213000,914467050
1567,2,5,10125,14,0,0,3,1,5,3,1196,4,1,4,1279,2,4,6,2,1,4,3,2,2,238,83,9,4,33,171500,914476010
1568,0,5,10260,14,1,0,3,1,3,4,0,4,1,4,1872,2,4,8,0,3,0,3,2,2,0,0,9,0,34,100000,914476080
1572,2,5,15498,26,8,0,2,1,2,0,1565,4,1,4,2462,2,2,10,1,2,0,0,2,2,0,72,0,0,34,287000,916325080
1573,2,5,11563,26,8,258,2,2,0,1,1518,0,1,4,1537,2,2,8,0,3,0,0,3,2,0,26,9,4,4,294000,916380060
1577,10,5,9735,26,1,0,3,2,2,3,384,2,1,5,1394,2,2,7,0,3,2,0,2,2,100,0,9,4,4,167500,916386080
1578,13,5,12018,26,5,60,2,2,2,0,796,0,1,4,1612,2,2,6,0,3,0,0,3,2,0,64,6,5,2,218689,916386180
1580,2,5,12416,26,0,132,3,1,2,3,1606,4,1,4,1651,2,4,7,1,5,0,0,2,2,192,0,9,4,24,184000,916402115
1581,2,5,18265,26,0,228,2,1,2,0,1256,0,1,4,1256,2,2,6,1,1,0,3,2,2,282,0,9,4,24,180000,916402215
1582,10,5,10200,26,0,219,2,1,2,0,1461,0,1,4,1509,2,2,5,1,1,0,2,2,2,224,0,9,0,22,175000,916403230
1584,2,5,7915,26,0,0,2,2,0,2,1666,0,1,4,1675,2,2,6,0,3,0,2,2,2,165,52,9,4,11,195000,916460060
1586,2,5,11449,26,8,0,2,2,2,0,1884,0,1,4,1728,2,2,7,1,2,0,0,2,2,0,276,9,4,3,298751,921126030
1587,2,5,11447,26,8,674,2,2,0,0,1964,0,1,4,1964,2,2,7,1,2,0,0,3,2,0,265,9,4,5,335000,921201060
1588,0,6,8940,14,5,200,3,2,2,1,1344,0,1,4,1344,2,4,8,0,3,0,0,4,2,0,0,9,2,13,209200,923202005
1589,0,6,7060,14,5,200,3,2,2,1,1344,0,1,4,1344,2,4,8,0,3,0,0,4,2,0,0,9,2,13,206300,923202015
1590,2,5,9278,14,1,0,3,2,2,3,1092,0,1,4,1092,1,4,5,0,3,6,1,0,2,0,52,9,0,3,146000,923202137
1593,3,6,4224,13,1,0,3,2,2,3,1040,2,1,4,1040,1,4,6,0,3,0,3,2,2,0,100,9,4,35,124000,923225080
1595,14,6,2665,13,1,0,3,2,2,3,550,4,1,4,1475,2,4,6,1,5,0,3,1,2,92,26,9,4,34,129500,923225200
1597,8,6,1596,13,2,0,3,1,2,1,462,4,1,4,988,1,4,4,1,4,2,2,1,2,0,101,9,4,37,94900,923225370
1599,14,6,1477,13,0,0,3,1,5,3,546,0,1,4,1092,2,4,6,0,3,6,1,0,2,187,0,9,4,40,98000,923228080
1600,8,6,1890,13,2,0,3,1,2,0,630,2,1,4,860,1,4,3,0,3,6,1,0,2,88,0,9,4,38,87550,923228420
1601,2,5,21750,14,1,0,3,1,5,3,988,0,1,0,988,1,4,4,0,3,0,2,2,0,0,0,9,4,56,113000,923250210
1602,2,5,6490,14,1,0,3,1,5,3,816,0,1,4,860,1,4,4,0,3,0,3,1,2,315,0,9,4,27,128500,923252100
1604,2,5,6600,14,1,0,2,1,5,3,816,0,1,4,860,1,2,5,1,0,0,3,1,2,0,0,9,4,28,130500,923277030
1605,2,5,6600,14,1,0,3,2,5,3,816,0,1,4,860,1,4,4,0,3,4,0,2,2,0,0,9,4,28,138000,923277040
1607,5,5,12508,14,0,0,3,1,2,2,983,0,1,4,1750,2,4,7,0,3,0,3,1,2,245,0,9,4,70,160000,923400040
1608,2,5,12395,14,1,0,3,1,5,3,864,4,1,4,889,1,4,6,0,3,0,3,2,2,0,0,9,4,26,137500,923426010
1609,13,5,11075,14,1,232,3,1,5,0,784,0,1,4,1968,2,4,7,1,4,0,2,2,2,305,189,9,4,41,172000,924100020
1610,12,3,56600,11,1,0,3,0,5,3,686,0,1,4,1836,2,4,7,0,3,4,3,1,0,0,0,9,4,110,103000,1007100110
1612,2,5,10628,15,5,0,3,1,5,1,1277,4,1,4,1277,1,4,5,1,4,0,3,2,2,0,0,9,4,40,167000,526352090
1613,2,5,13651,15,5,1115,3,1,2,1,2223,0,1,4,2223,2,4,8,2,2,0,0,2,2,300,0,9,4,37,244000,526355170
1614,2,5,15865,15,8,0,2,2,5,1,2217,0,1,4,2217,2,2,8,1,5,0,3,2,2,81,207,9,4,40,268000,526355190
1616,13,5,10364,8,0,0,3,2,2,3,806,2,1,4,1572,2,4,7,1,5,2,0,2,2,0,40,9,4,15,168000,527107040
1617,13,5,13869,8,0,0,3,2,2,0,794,2,1,4,1470,2,4,6,0,3,0,0,2,2,0,75,9,4,13,177000,527110080
1618,13,5,8773,8,0,0,3,2,2,0,916,2,1,4,1600,2,4,7,1,5,0,0,2,2,100,38,9,4,13,169000,527110120
1619,10,5,8872,8,0,0,3,2,2,3,384,2,1,4,1384,2,4,7,1,5,2,0,2,2,0,0,9,4,13,161500,527110130
1620,3,5,5330,25,8,0,2,2,2,0,1494,0,1,4,1652,2,0,6,0,3,0,2,2,2,96,48,9,4,10,251000,527126030
1621,10,5,10147,8,0,32,3,2,2,3,392,2,1,4,1694,2,4,7,1,5,2,0,2,2,256,64,9,4,16,160000,527158090
1623,13,5,7875,8,5,0,2,2,2,3,691,2,1,4,1553,2,2,6,0,3,0,0,2,2,0,44,9,4,14,178750,527162080
1624,2,5,7875,8,5,38,3,2,2,3,1237,2,1,4,1253,2,4,6,1,5,0,0,2,2,220,21,9,4,15,176000,527162090
1625,13,5,7500,8,0,0,3,2,2,3,938,0,1,4,2299,3,4,7,1,5,0,0,2,2,188,30,9,4,11,204000,527162140
1626,2,5,9556,8,5,52,3,2,2,3,1168,2,1,4,1187,2,2,6,0,3,0,2,2,2,0,21,9,4,18,160000,527163080
1628,10,5,9125,8,5,170,3,2,2,3,384,2,1,4,1482,2,2,7,1,5,0,0,2,2,100,25,9,4,18,163900,527165100
1629,13,5,7655,8,0,0,3,2,2,3,903,2,1,4,1642,2,4,7,1,5,0,2,2,2,290,84,9,4,17,168000,527165170
1631,3,5,3696,25,8,0,2,1,2,3,1074,0,1,4,1088,1,2,5,0,3,0,2,2,2,0,74,9,4,24,170000,527182040
1632,14,5,5062,25,5,0,2,1,2,2,1190,2,1,4,2090,2,2,6,1,5,0,0,2,2,219,0,9,4,26,207500,527182170
1633,3,5,4740,25,8,0,2,1,2,1,1166,2,1,4,1179,2,4,5,0,3,0,2,2,2,0,108,9,4,22,182000,527184020
1634,3,5,5118,25,8,0,2,2,2,1,1312,2,1,4,1321,1,2,4,1,5,0,2,2,2,0,64,9,4,20,212000,527184110
1635,2,5,14157,25,3,200,2,2,0,1,1922,0,1,4,1922,2,2,8,1,2,0,0,3,2,178,51,9,4,5,335000,527210060
1636,13,5,12328,25,8,146,2,2,0,2,1149,0,1,4,2462,3,0,10,1,2,2,0,3,2,120,32,9,4,5,335000,527212060
1637,2,5,51974,25,3,710,0,2,0,0,2660,0,1,4,2338,2,2,8,2,2,0,0,3,2,0,135,6,5,4,335000,527216080
1638,11,5,41600,8,1,0,3,1,2,1,1100,4,1,4,1424,1,4,7,0,3,5,3,3,0,144,0,9,4,41,155000,527226040
1639,3,5,8035,25,3,165,2,2,0,1,1612,0,1,4,1612,2,0,6,1,2,0,0,2,2,0,164,9,4,4,319900,527252050
1640,2,5,8089,25,8,0,2,2,2,0,1419,0,1,4,1419,2,2,7,1,2,0,2,2,2,140,0,6,5,3,335000,527252070
1641,2,5,14082,25,8,945,2,2,0,1,2220,0,1,4,2234,1,2,7,1,2,0,2,2,2,390,80,9,4,4,335000,527256030
1642,2,5,13870,25,7,250,0,2,0,1,1742,0,1,4,2042,2,0,8,1,2,0,0,3,2,240,52,6,5,4,335000,527256040
1643,2,5,12546,19,0,310,2,1,2,3,1440,0,1,4,1440,2,2,7,1,5,0,0,2,2,0,0,9,4,29,182900,527301080
1644,2,5,10960,19,0,0,3,1,2,3,1284,4,1,4,1284,2,4,5,0,3,0,3,2,2,0,0,0,0,26,174000,527301280
1645,10,5,12090,19,0,74,3,1,2,3,585,0,1,4,1868,3,4,7,1,5,2,0,2,2,268,112,9,0,26,178000,527302020
1647,2,5,12299,19,5,67,3,1,2,3,1529,4,1,4,1664,2,2,7,1,5,0,0,2,2,0,0,9,4,32,213000,527302090
1649,13,5,11952,19,5,0,3,1,2,3,808,4,1,4,1969,2,4,8,1,2,0,2,2,2,0,0,9,4,33,190000,527325110
1650,13,5,12046,19,0,298,3,1,5,3,848,4,1,4,2030,2,2,8,1,5,0,0,2,2,0,224,9,4,34,195000,527327050
1651,10,5,10395,19,0,233,3,1,2,0,1032,4,1,4,1032,2,4,6,1,5,0,3,2,2,0,0,9,4,32,148000,527328020
1652,2,5,11850,19,0,98,3,1,2,3,1153,4,1,4,1177,2,2,6,0,3,0,0,2,2,204,103,9,4,26,151500,527328050
1657,2,5,12243,19,1,0,3,1,2,0,1484,2,1,4,1484,2,4,7,1,5,0,3,2,2,224,0,9,4,39,175000,527358060
1658,13,5,11700,19,0,365,2,1,5,3,702,2,1,4,1743,1,4,7,1,2,0,3,2,2,224,0,9,4,42,175000,527359010
1660,10,5,8991,19,5,130,3,1,2,1,1228,4,1,4,1324,2,2,5,1,1,0,0,2,2,407,36,9,4,34,174000,527359160
1661,13,5,8000,19,0,0,3,1,5,3,1084,4,1,4,1877,2,4,8,1,5,0,3,2,2,0,96,9,4,36,178900,527377110
1662,10,5,10500,15,1,82,3,1,5,0,372,4,1,4,1109,1,4,5,0,3,2,3,1,2,35,0,9,4,39,139000,527402090
1663,2,5,10530,15,0,0,3,1,5,3,981,4,1,4,981,1,4,5,0,3,4,3,2,2,0,312,9,4,39,143250,527402150
1664,13,5,7472,15,5,138,3,1,5,3,725,2,1,4,1479,1,2,7,0,3,0,0,2,2,0,32,9,4,38,184000,527402240
1665,2,5,9457,15,1,0,3,1,5,3,925,4,1,4,1422,1,4,7,0,3,4,3,2,2,252,0,9,4,40,155000,527403310
1667,2,5,9758,15,1,0,3,1,5,3,950,4,1,4,950,1,4,5,0,3,4,3,1,2,0,0,9,4,39,119500,527404100
1668,2,5,8294,15,2,0,3,1,5,3,858,4,1,4,872,1,4,5,0,3,4,3,4,2,0,0,9,4,39,123000,527404140
1670,2,5,17199,15,2,0,3,0,5,3,914,0,1,4,914,1,4,4,0,3,1,3,1,2,140,0,9,4,49,128000,527425025
1672,3,4,4058,15,5,182,3,2,2,0,723,0,1,4,860,1,4,4,0,3,0,0,1,2,120,40,9,4,12,133000,527427090
1673,3,4,4113,15,0,0,2,2,2,2,1337,0,1,4,1337,2,2,5,1,5,0,0,2,2,136,68,9,4,9,155000,527427160
1674,3,4,10943,15,0,0,2,2,2,3,1405,0,1,4,1337,2,2,5,1,5,0,0,2,2,0,68,9,4,13,177000,527427200
1675,14,6,2205,2,0,567,3,1,5,3,525,4,1,4,1092,1,4,6,0,3,4,3,1,2,144,0,9,4,37,113500,527450030
1677,14,6,2058,2,0,265,3,1,5,3,672,0,1,4,1218,1,0,7,0,3,4,3,1,2,0,28,9,4,37,113700,527450220
1678,14,6,2016,2,1,304,3,1,5,3,630,4,1,4,1302,2,4,6,0,3,4,3,2,2,0,0,9,4,40,106000,527451020
1680,3,5,4928,16,0,0,3,1,2,3,1078,4,1,4,958,2,4,5,1,5,0,2,2,2,0,205,9,4,34,128000,527452100
1682,3,5,2304,16,5,0,3,1,2,3,1061,4,1,4,1055,2,4,4,0,3,0,3,1,2,108,32,9,4,32,142500,527455030
1683,2,5,7150,15,1,52,3,1,5,3,988,4,1,4,988,1,4,5,0,3,4,3,1,2,0,0,9,4,44,129250,527455250
1685,2,5,11694,18,3,452,0,2,0,0,1822,0,1,4,1828,2,2,9,1,2,0,3,3,2,0,108,6,5,3,314813,528102090
1686,2,5,12030,18,8,254,0,2,0,3,1694,0,1,4,1694,2,2,7,0,3,0,0,3,2,168,228,6,5,3,318000,528102100
1688,2,5,12085,18,8,328,2,2,0,3,1734,0,1,4,1734,2,0,7,1,2,0,2,3,2,0,0,6,5,3,318000,528102130
1689,2,5,14333,18,8,0,2,2,2,1,2108,0,1,4,2122,2,2,7,1,0,0,0,3,2,130,142,6,5,3,335000,528104010
1690,2,5,14450,18,3,315,0,2,0,1,2121,0,1,4,2121,2,0,8,1,0,0,0,3,2,124,98,6,5,4,335000,528106040
1691,13,5,13641,18,3,456,0,2,0,1,1934,0,1,4,2462,2,0,8,1,2,0,2,3,2,268,58,6,5,3,335000,528106050
1692,13,5,13440,18,8,190,2,2,0,3,1108,0,1,4,2462,2,0,11,1,2,2,0,3,2,120,39,6,5,4,335000,528106060
1693,2,5,15431,18,7,400,0,2,0,1,1994,0,1,4,2046,2,0,7,2,2,0,0,3,2,188,65,9,4,5,335000,528106110
1694,13,5,14154,18,5,350,2,2,0,3,1063,0,1,4,2172,2,2,9,1,2,0,2,3,2,192,62,6,5,4,280000,528108160
1695,2,5,13891,18,3,456,0,2,0,1,2552,0,1,4,2462,2,0,8,2,0,0,0,3,2,130,28,6,5,3,335000,528110040
1696,2,5,14226,18,8,375,2,2,2,0,1935,2,1,4,1973,2,2,9,1,2,0,0,3,2,315,45,6,5,4,335000,528110070
1698,2,5,11428,18,8,248,2,2,2,3,1626,0,1,4,1634,2,2,7,1,2,0,2,3,2,0,44,9,4,4,250000,528112150
1699,2,5,14977,18,8,304,2,2,0,1,1976,0,1,4,1976,2,2,7,1,0,0,2,3,2,250,63,6,5,4,335000,528114050
1700,13,5,13654,18,3,365,2,2,0,1,1704,0,1,4,2462,2,0,9,1,0,2,0,3,2,282,55,9,4,5,335000,528118040
1701,2,5,17169,18,7,970,0,2,0,0,2320,0,1,4,2290,2,0,7,1,2,0,0,3,2,192,30,6,5,3,335000,528118050
1702,13,5,16659,18,8,0,2,2,2,3,1582,0,1,4,2152,2,2,7,1,2,4,3,2,2,0,368,6,5,3,260116,528120010
1704,13,5,9709,18,8,120,0,2,0,1,918,0,1,4,2100,2,0,8,2,2,2,0,3,2,172,104,6,5,3,319500,528142050
1705,13,5,10562,18,8,300,2,2,0,3,1582,0,1,4,2161,1,0,8,1,2,0,0,3,2,178,120,6,5,3,325624,528144050
1706,2,5,13615,18,3,510,0,2,0,1,1802,0,1,4,1802,2,0,7,1,2,0,0,3,2,158,105,9,4,4,335000,528150040
1708,13,5,12099,18,8,388,2,2,0,0,1136,0,1,4,2462,2,2,10,1,2,2,0,3,2,184,154,9,4,6,335000,528150120
1709,13,5,14277,18,8,280,2,2,0,2,1317,0,1,4,2385,2,2,7,1,2,0,0,3,2,192,228,9,4,7,335000,528166150
1711,13,5,12568,18,8,246,2,2,0,0,895,0,1,4,1818,2,0,8,1,2,0,0,3,2,196,104,6,5,3,281500,528172030
1712,2,5,9926,18,5,210,2,2,2,2,1614,0,1,4,1614,2,2,7,0,3,0,2,3,2,100,38,9,4,5,245700,528172050
1713,2,5,9254,18,8,210,2,2,2,3,1721,0,1,4,1721,2,2,7,0,3,0,2,2,2,168,27,9,4,5,232698,528172070
1714,13,5,10732,18,8,0,2,2,2,3,1298,0,1,4,1828,2,2,7,0,3,2,2,3,2,0,40,6,5,4,250000,528172075
1715,3,5,7577,18,0,256,2,2,2,0,1362,0,1,4,1362,2,2,6,1,2,0,2,2,2,192,28,9,4,5,194700,528174010
1716,3,5,3901,18,0,182,2,2,2,0,1302,0,1,4,1302,1,2,5,1,2,0,2,2,2,110,50,6,5,5,204000,528174020
1717,3,5,3903,18,0,182,2,2,2,0,1302,0,1,4,1302,1,2,5,1,2,0,2,2,2,110,50,9,4,5,200000,528174030
1720,3,5,4590,18,8,108,2,2,2,2,1554,0,1,4,1554,2,2,6,1,2,0,2,2,2,156,73,1,4,4,209500,528181070
1722,3,5,7841,18,3,394,0,2,0,3,1577,0,1,4,1577,2,0,6,1,2,0,2,2,2,203,39,9,4,5,280000,528186050
1725,3,5,6240,18,8,176,2,2,2,3,1324,0,1,4,1324,2,2,6,1,2,0,0,2,2,0,38,6,5,4,221370,528186190
1726,3,5,3242,18,5,235,2,2,2,3,1405,0,1,4,1405,2,2,6,1,2,0,2,2,2,136,36,9,4,7,200000,528188160
1727,13,5,15810,8,0,0,2,1,2,3,768,0,1,4,1496,3,2,7,0,3,0,3,2,2,100,0,6,5,3,181755,528218010
1728,13,5,10237,8,0,0,2,2,2,3,768,0,1,4,1536,2,2,6,1,2,0,0,2,2,100,38,9,4,5,176000,528218020
1729,13,5,10237,8,0,0,2,2,2,3,783,0,1,4,1484,2,2,8,1,2,0,0,2,2,0,72,6,5,5,178900,528218050
1730,13,5,13204,8,5,44,3,2,2,3,608,0,1,4,1458,2,2,6,0,3,2,0,2,2,100,33,6,5,4,168165,528218100
1731,13,5,8857,8,0,0,2,2,2,3,738,0,1,4,1495,2,2,7,1,2,0,2,2,2,100,30,6,5,4,171925,528221030
1732,13,5,9729,8,0,0,2,2,2,3,698,0,1,4,1746,2,2,6,1,2,2,3,3,2,0,34,6,5,4,198444,528221040
1734,13,5,9018,8,5,0,2,2,2,0,728,0,1,4,1456,2,2,8,1,2,0,0,2,2,100,24,6,5,3,179540,528221090
1735,2,5,8993,8,5,0,2,2,2,0,1302,0,1,4,1302,2,2,6,0,3,0,0,2,2,0,22,6,5,3,176485,528222030
1740,2,5,7697,8,5,0,2,2,2,3,1246,0,1,4,1258,2,2,6,0,3,0,2,2,2,0,0,6,5,3,173500,528222090
1741,3,5,3922,0,5,72,2,2,0,0,1258,0,1,4,1258,2,2,6,1,2,0,0,3,2,144,16,6,5,4,172500,528228270
1742,3,5,3922,0,5,72,2,2,0,0,1258,0,1,4,1402,0,2,7,1,2,0,0,3,2,120,16,6,5,4,194201,528228275
1743,3,5,3621,0,8,72,2,2,2,1,1406,0,1,4,1589,2,2,7,1,5,0,0,3,2,143,20,9,4,7,226500,528228375
1744,2,5,3710,0,5,16,2,2,2,0,1266,0,1,4,1266,2,2,6,1,2,0,0,2,2,100,16,6,5,3,185485,528228555
1745,2,5,14572,8,5,0,2,2,2,0,1530,0,1,4,1530,2,2,7,1,2,0,0,3,2,144,36,9,3,6,259000,528231010
1746,10,5,16219,8,5,0,2,2,2,1,835,0,1,4,1119,2,2,5,0,3,0,0,2,2,100,24,9,4,6,188500,528231030
1747,10,5,11084,8,5,0,2,2,2,3,384,0,1,4,1374,2,2,8,1,2,2,0,2,2,100,0,9,3,6,175000,528235000
1749,2,5,10936,8,5,0,2,2,2,0,1510,0,1,4,1525,2,2,6,1,2,0,2,2,2,100,18,6,5,4,206580,528235170
1750,13,5,8244,8,5,0,2,2,2,3,840,0,1,4,1720,2,2,7,1,2,0,0,2,2,100,48,9,4,6,183500,528240020
1751,10,5,11950,8,5,0,2,2,2,3,384,0,1,4,1394,2,2,7,1,5,2,0,2,2,100,0,9,4,7,165500,528250010
1752,13,5,7875,8,5,16,2,2,2,3,847,0,1,4,1948,2,2,8,1,2,2,0,2,2,0,48,9,4,7,211000,528250070
1753,13,5,8063,8,0,0,3,2,2,3,924,0,1,4,1690,2,4,7,1,5,0,2,2,2,100,48,9,0,10,181000,528275035
1754,13,5,8740,8,5,0,2,2,2,3,854,0,1,4,1995,2,2,8,1,2,2,0,2,2,264,48,9,4,8,219500,528275110
