,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Half_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Latitude,Age_of_Property,Sale_Price,PID
1437,13,5,5,5,158,2,2,2,3,873,0,1,4,1790,2,1,2,7,0,3,0,2,2,2,0,88,9,0,42.017517,11,193000,907181140
1438,13,5,5,5,0,3,2,2,0,880,0,1,4,1724,2,1,2,8,0,3,0,0,2,2,120,155,9,4,42.017914,12,188000,907187030
1440,2,5,5,5,99,2,2,2,2,1494,0,1,4,1494,2,0,2,6,1,5,0,2,2,2,192,36,9,4,42.016276,8,221000,907192130
1441,13,5,5,5,172,2,2,2,3,963,0,1,4,1792,2,1,2,7,1,5,0,2,2,2,0,96,9,4,42.015974,9,231500,907194020
1442,13,5,5,5,0,2,2,2,3,928,0,1,4,1823,2,1,2,6,0,3,0,2,2,2,192,36,9,4,42.01626,10,235000,907196040
1444,2,5,5,1,0,3,1,2,0,938,4,1,4,938,1,0,4,5,0,3,4,3,1,2,145,0,9,4,42.022136,35,130250,907200110
1446,2,5,5,1,180,3,1,2,2,864,0,1,4,1174,1,0,4,5,0,3,0,3,2,2,211,0,9,4,42.018839,32,158000,907202010
1448,2,5,5,1,176,3,1,5,0,1076,4,1,4,1076,1,1,4,5,1,1,4,3,2,2,0,0,9,0,42.020694,35,143195,907202190
1449,2,5,5,1,0,3,1,5,3,864,4,1,4,1558,2,0,4,5,0,3,0,0,2,2,140,0,9,4,42.02107,35,163000,907202240
1450,2,5,5,1,0,3,1,2,3,924,4,1,4,924,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.021275,35,110000,907203090
1451,2,5,5,1,0,3,1,5,0,864,4,1,4,864,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.020796,38,127000,907227050
1453,2,5,5,8,281,2,2,2,3,1777,0,1,4,1795,2,0,2,7,1,2,0,2,2,2,171,159,9,4,42.018735,8,230000,907250020
1455,13,5,5,5,0,2,2,2,3,992,0,1,4,1865,2,1,2,7,1,5,0,2,3,2,0,184,9,4,42.018354,10,235000,907253060
1458,13,5,5,5,202,2,2,2,0,1153,0,1,4,2031,2,1,2,8,1,5,0,0,2,2,192,84,9,4,42.018006,12,222500,907254090
1459,13,5,5,8,396,2,2,2,3,1055,0,1,4,2263,2,1,2,7,1,5,2,0,2,2,0,45,9,4,42.01727,9,287000,907255020
1460,13,5,5,3,134,2,2,2,2,1357,0,1,4,1947,2,1,2,7,1,5,2,0,3,2,168,116,9,4,42.017484,9,274000,907255030
1461,2,5,5,8,240,2,2,0,1,1778,0,1,4,1786,2,0,2,6,1,2,0,2,3,2,182,35,9,4,42.018186,8,300000,907255060
1462,13,5,5,8,0,2,2,2,2,1128,0,1,4,2290,2,1,2,9,1,2,0,3,2,2,0,0,9,4,42.016975,8,255900,907260010
1463,13,5,5,5,252,2,2,2,3,884,0,1,4,1768,2,1,2,8,0,3,0,2,2,2,0,63,9,4,42.016207,7,224900,907262030
1464,13,5,5,5,0,2,2,2,3,1129,0,1,4,2327,2,1,2,9,1,2,2,2,2,2,0,57,9,4,42.016341,7,240000,907262060
1465,13,5,5,5,0,2,2,2,3,798,0,1,4,1640,2,1,2,6,0,3,0,2,2,2,0,45,9,4,42.014435,7,183000,907262070
1466,13,5,5,8,192,2,2,2,0,850,0,1,4,1764,2,1,2,7,1,5,0,3,2,2,120,29,9,4,42.016709,11,207000,907265100
1468,3,6,5,0,170,2,2,2,0,848,0,1,4,861,1,0,2,3,0,3,0,0,2,2,140,0,9,4,42.016277,7,136500,907290150
1469,3,6,5,0,205,2,2,2,2,848,0,1,4,861,1,0,2,3,0,3,0,2,2,2,140,0,9,4,42.016254,6,145000,907290250
1470,2,5,5,0,215,3,2,2,1,1478,0,1,4,1493,2,0,2,7,1,5,0,0,2,2,140,39,9,4,42.017854,13,208900,907295020
1471,0,6,5,0,0,3,2,2,1,1838,0,1,4,1838,2,0,4,8,0,3,0,3,3,2,160,67,9,0,42.016262,13,185000,907295100
1475,2,5,5,5,266,2,2,2,2,1436,0,1,4,1436,2,0,2,8,0,3,0,3,2,2,139,98,9,4,42.013641,6,210000,907412070
1478,2,5,5,5,212,2,2,2,3,1564,0,1,4,1564,2,0,2,6,0,3,0,2,3,2,0,24,9,4,42.015975,3,218836,907418010
1479,2,5,5,5,0,2,2,2,0,1351,0,1,4,1361,2,0,2,6,0,3,0,2,2,2,0,50,9,4,42.015368,3,193000,907418040
1480,13,5,5,5,0,2,2,2,0,728,0,1,4,1456,2,1,2,7,1,2,0,0,2,2,36,18,9,4,42.0138316,5,189000,907420080
1482,3,6,5,0,147,2,2,2,1,848,0,1,4,861,1,0,2,3,1,5,0,2,2,2,149,0,9,4,42.015927,6,141000,907425015
1483,3,6,5,0,205,2,2,2,0,848,0,1,4,861,1,0,2,3,1,2,0,2,2,2,149,0,9,4,42.016121,6,149000,907425030
1485,1,5,7,1,0,3,1,1,3,796,2,1,0,861,1,0,4,4,0,3,6,1,0,1,328,0,9,4,42.01975,100,87000,908102030
1486,0,5,7,1,0,3,1,5,3,1272,2,1,4,2200,2,2,4,9,0,3,6,1,0,0,0,70,9,4,42.019937,110,145900,908102040
1487,2,5,7,1,0,3,1,5,3,1092,4,1,4,1092,1,0,4,6,0,3,0,3,1,2,259,0,0,0,42.020905,44,123000,908102140
1489,9,5,7,1,222,3,1,2,1,456,0,1,4,1033,1,0,4,6,0,3,2,2,2,2,224,0,9,3,42.019997,34,165000,908103260
1490,2,5,7,0,84,3,1,5,3,1127,4,1,4,1127,1,1,4,6,1,4,4,3,2,2,0,0,9,4,42.019996,34,135000,908103280
1491,1,5,7,1,0,3,1,5,3,996,0,1,4,996,1,0,4,6,1,2,6,1,0,2,144,0,9,4,42.02099,70,108000,908127120
1494,10,5,7,0,0,3,1,5,0,1029,4,1,4,1117,1,0,4,6,1,1,0,2,2,2,292,0,9,4,42.018852,33,147000,908151040
1496,2,5,7,2,0,3,2,2,3,1132,0,1,4,1132,1,1,2,5,0,3,0,0,2,2,252,64,9,4,42.01883,5,176000,908152270
1498,13,5,7,7,796,0,2,0,1,6110,0,1,4,2480,2,1,0,12,3,2,0,0,2,2,214,292,6,5,42.016804,2,160000,908154235
1499,8,6,7,0,80,3,2,2,1,547,0,1,4,1072,1,0,4,5,0,3,1,2,2,2,0,28,9,4,42.018898,5,148000,908186040
1502,0,5,7,2,270,3,1,5,3,1440,4,0,1,1440,2,0,1,8,0,3,6,1,0,2,0,0,9,4,42.020394,55,118000,908201120
1503,0,5,7,2,58,3,3,3,4,0,4,0,1,1152,2,0,4,6,0,3,6,1,0,0,0,0,9,4,42.019544,55,87000,908204160
1504,11,5,7,2,0,3,1,5,0,784,4,0,2,861,1,0,4,4,0,3,6,1,0,2,112,0,9,4,42.020112,55,91900,908225170
1505,5,5,7,1,0,3,2,5,3,585,2,1,1,1053,1,1,0,5,0,3,6,1,0,0,42,0,9,3,42.021582,72,120000,908226120
1507,2,5,7,2,115,3,1,2,3,911,4,1,4,930,1,0,4,5,0,3,0,2,1,2,134,0,9,4,42.017962,57,99000,908250090
1508,5,5,7,1,0,3,1,5,3,768,0,1,4,1200,1,0,4,6,0,3,4,3,1,2,0,0,9,4,42.0198028,64,130500,908275130
1509,5,5,7,2,0,3,2,5,3,941,0,1,4,1470,2,0,4,7,0,3,4,3,1,2,0,0,9,4,42.019959,56,135000,908275180
1510,5,5,7,1,0,3,2,5,3,816,4,1,4,1393,1,1,4,8,0,3,0,3,1,2,121,0,9,4,42.018541,55,135500,908275280
1512,1,5,7,2,0,3,2,5,3,949,4,1,4,1292,1,1,2,6,0,3,4,3,1,0,0,0,9,4,42.02224,87,108000,909100150
1513,1,5,7,1,0,3,1,5,3,864,4,0,0,864,1,0,4,5,0,3,6,1,0,2,0,0,9,4,42.022238,85,98000,909100170
1514,1,5,7,4,0,3,0,5,3,864,4,0,1,864,1,0,4,5,0,3,6,1,0,0,0,0,9,4,42.022089,96,87000,909101060
1515,11,5,24,1,0,3,2,5,3,780,0,0,4,1716,2,0,1,9,0,3,6,1,0,0,0,184,9,4,42.0214496,98,135900,909101180
1516,12,4,24,0,0,3,0,5,3,672,4,0,4,1482,2,0,1,7,0,3,4,3,1,1,0,0,9,4,42.019986,85,140000,909131170
1518,5,5,24,0,0,3,2,5,3,1181,1,1,4,1694,2,0,4,7,1,2,4,3,2,2,342,0,9,4,42.017413,85,136500,909175100
1520,12,4,24,1,0,3,2,5,0,940,4,0,0,1964,1,1,4,7,0,3,6,1,0,0,0,192,9,0,42.019272,99,130000,909201110
1521,12,5,24,1,0,3,0,5,3,612,0,1,4,2480,3,1,4,8,0,3,2,2,2,2,183,0,9,4,42.019092,89,189000,909250040
1522,0,5,24,0,0,3,0,5,3,960,0,1,4,1920,2,2,4,10,2,2,4,3,2,2,248,0,9,0,42.019005,80,161900,909250230
1523,12,5,6,0,0,3,0,5,3,644,0,1,4,1316,1,0,4,6,1,2,4,3,1,1,0,0,9,4,42.01791,84,145000,909251080
1524,12,5,6,0,0,3,0,0,3,588,1,1,4,2480,2,0,4,11,1,2,4,0,2,2,431,0,9,4,42.017834,88,191000,909251090
1525,12,5,6,0,0,3,0,2,3,840,0,1,4,1680,2,0,4,8,0,3,0,3,1,2,0,0,9,4,42.0176853,95,177000,909252110
1527,1,5,24,0,0,3,0,2,2,768,4,0,4,861,1,0,4,4,0,3,4,3,1,2,0,141,9,4,42.016887,80,91000,909253190
1528,12,5,6,8,0,2,2,1,3,798,0,1,4,1512,2,0,2,7,1,2,4,3,1,1,85,16,9,4,42.0168678,85,231000,909254050
1530,12,5,6,0,0,3,0,5,3,784,4,1,4,1603,1,0,4,7,1,2,0,3,2,2,0,217,9,4,42.019833,87,138000,909275040
1531,12,5,6,5,0,3,0,2,3,776,4,1,4,1502,1,1,4,6,1,2,0,2,1,1,0,0,9,4,42.019617,79,149000,909275050
1532,12,5,6,0,0,3,1,5,3,715,1,1,0,1660,1,1,4,6,1,2,4,3,1,2,0,0,9,4,42.018443,76,188700,909276170
1533,5,5,6,1,0,3,1,5,3,942,0,1,4,1938,2,0,2,7,1,2,4,3,1,2,0,40,9,4,42.018888,73,198000,909277040
1534,5,5,6,1,0,3,0,5,3,884,4,1,1,1374,1,0,4,6,0,3,4,3,1,2,64,0,9,4,42.018766,72,110000,909277070
1535,2,5,6,0,88,3,2,5,3,1091,1,0,0,1091,1,0,4,5,1,5,0,0,1,2,66,105,9,4,42.017528,59,104000,909281030
1536,12,5,6,8,40,3,2,5,3,608,4,1,4,1873,1,1,4,9,2,2,4,0,2,2,0,0,9,2,42.016769,75,257076,909281110
1537,5,5,6,8,632,3,1,5,2,728,0,1,4,2480,3,1,2,11,2,2,2,3,3,2,314,12,9,4,42.01601,75,345474,909282030
1538,5,5,6,5,312,2,1,5,3,798,0,1,4,1954,1,1,2,8,2,5,0,3,2,2,0,119,9,4,42.015667,71,311500,909425010
1539,5,5,6,5,0,3,1,5,3,832,0,1,4,2161,2,1,2,8,2,5,0,0,2,2,0,96,9,4,42.014567,60,263400,909425085
1540,2,5,6,1,0,3,2,5,3,1898,0,1,0,1898,2,1,4,7,2,5,0,3,2,2,0,51,9,4,42.012638,54,236500,909428170
1542,14,6,1,0,0,3,1,2,3,516,4,1,4,1032,1,0,4,5,1,5,4,3,2,2,213,0,9,4,42.009489,30,116500,909451020
1543,14,6,1,0,0,3,1,2,3,716,4,1,4,1556,2,1,4,6,1,5,0,0,2,2,161,0,0,4,42.009489,30,151000,909451150
1545,5,6,11,0,0,3,1,1,3,720,2,1,4,1090,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.021806,70,120000,910201130
1546,1,6,11,2,0,3,0,5,3,796,1,0,4,861,1,0,4,5,0,3,6,1,0,0,0,0,9,4,42.022797,88,87000,910202050
1547,1,6,11,0,0,2,0,5,0,816,0,1,4,861,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.022516,80,120500,910202100
1548,1,6,11,1,0,3,1,5,3,740,0,1,4,861,1,0,4,4,1,2,4,0,1,2,0,25,9,4,42.0213831,70,120500,910203020
1552,5,6,11,1,162,3,1,5,3,1151,2,1,0,1955,2,0,4,7,0,3,0,0,1,2,0,0,9,4,42.021389,52,165500,910226040
1553,2,0,11,9,0,1,3,3,4,0,3,0,0,861,1,0,1,4,0,3,0,3,2,0,0,0,9,0,42.018806,58,87000,910251050
1555,12,1,11,2,0,3,0,5,3,649,4,0,4,1317,1,0,4,6,0,3,4,3,1,0,0,54,9,4,42.021506,90,87000,911102170
1556,5,1,11,2,0,3,2,4,3,356,4,0,0,1049,1,0,4,5,0,3,4,3,1,0,0,0,9,4,42.021594,100,87000,911102180
1558,12,1,11,2,0,3,4,1,2,592,0,1,4,864,1,1,1,5,0,3,4,3,1,0,0,30,9,4,42.022626,90,87000,911226030
1559,3,6,6,8,186,0,2,0,1,1600,0,1,4,1652,2,0,2,5,1,2,0,0,2,2,162,53,6,5,42.009326,2,345474,911370410
1560,3,6,6,8,186,0,2,0,1,1596,0,1,4,1648,2,0,0,5,1,2,0,0,2,2,162,53,6,5,42.008803,3,294464,911370490
1562,3,6,6,8,174,2,2,0,1,1594,0,1,4,1646,2,0,2,5,1,2,0,0,2,2,128,53,9,4,42.0091899,6,275000,911370540
1564,2,5,14,8,148,2,2,2,3,1568,0,1,4,1689,2,0,2,7,2,2,0,2,3,2,150,59,9,4,41.997124,8,271000,914465060
1565,13,5,14,5,0,3,2,2,2,910,0,1,4,1820,2,1,2,8,1,5,0,3,3,2,318,32,9,4,41.997062,14,213000,914467050
1566,10,5,14,0,0,3,1,5,0,1096,4,1,4,1118,1,0,4,6,1,4,0,0,1,2,203,0,9,4,41.997069,33,171000,914475020
1568,0,5,14,1,0,3,1,3,4,0,4,1,4,1872,2,2,4,8,0,3,0,3,2,2,0,0,9,0,41.996903,34,100000,914476080
1569,2,5,14,2,0,3,2,2,3,1680,2,1,4,1689,2,0,4,6,1,5,0,3,2,2,428,120,9,4,41.995991,19,228500,914476450
1570,11,5,26,1,0,3,1,5,1,1499,0,1,4,1786,2,0,4,7,2,2,0,0,2,2,670,0,9,4,41.998543,45,228950,916125425
1571,3,5,26,5,340,2,1,2,0,1277,2,1,4,1501,2,0,2,6,1,5,0,0,2,2,240,0,9,4,42.00514,24,241500,916226030
1576,10,5,26,1,0,3,2,2,3,352,2,1,4,1442,2,1,4,6,0,3,2,0,2,2,100,0,9,4,41.995142,4,172500,916386040
1577,10,5,26,1,0,3,2,2,3,384,2,1,5,1394,2,1,2,7,0,3,2,0,2,2,100,0,9,4,41.993751,4,167500,916386080
1578,13,5,26,5,60,2,2,2,0,796,0,1,4,1612,2,1,2,6,0,3,0,0,3,2,0,64,6,5,41.995175,2,218689,916386180
1580,2,5,26,0,132,3,1,2,3,1606,4,1,4,1651,2,0,4,7,1,5,0,0,2,2,192,0,9,4,41.999575,24,184000,916402115
1582,10,5,26,0,219,2,1,2,0,1461,0,1,4,1509,2,0,2,5,1,1,0,2,2,2,224,0,9,0,41.998554,22,175000,916403230
1583,2,5,26,8,206,2,2,0,0,1432,0,1,4,1440,2,0,2,7,1,5,0,0,2,2,185,95,9,4,41.995512,7,232500,916455120
1584,2,5,26,0,0,2,2,0,2,1666,0,1,4,1675,2,0,2,6,0,3,0,2,2,2,165,52,9,4,41.99639,11,195000,916460060
1585,13,5,26,8,226,2,2,2,1,1482,0,1,4,2262,2,1,2,10,2,2,0,0,3,2,168,0,9,4,41.99423,7,305000,916477020
1586,2,5,26,8,0,2,2,2,0,1884,0,1,4,1728,2,0,2,7,1,2,0,0,2,2,0,276,9,4,41.99312,3,298751,921126030
1589,0,6,14,5,200,3,2,2,1,1344,0,1,4,1344,2,0,4,8,0,3,0,0,4,2,0,0,9,2,41.993335,13,206300,923202015
1590,2,5,14,1,0,3,2,2,3,1092,0,1,4,1092,1,0,4,5,0,3,6,1,0,2,0,52,9,0,41.990054,3,146000,923202137
1591,3,6,14,0,197,3,2,0,3,1189,0,1,4,1189,2,0,4,4,0,3,0,2,2,2,0,122,9,4,41.993059,13,160500,923203140
1592,9,5,14,2,98,3,1,2,0,1200,2,1,4,1200,1,0,4,6,0,3,5,0,3,2,0,119,3,4,41.993185,46,173000,923204040
1596,8,6,13,2,0,3,1,2,0,526,2,1,4,988,1,0,4,5,0,3,2,2,1,2,120,101,9,4,41.991883,37,105000,923225310
1598,2,5,14,1,0,3,1,5,3,1113,0,1,4,1160,1,0,2,6,0,3,0,3,1,2,81,0,9,4,41.993249,42,152500,923227030
1599,14,6,13,0,0,3,1,5,3,546,0,1,4,1092,2,1,4,6,0,3,6,1,0,2,187,0,9,4,41.992133,40,98000,923228080
1600,8,6,13,2,0,3,1,2,0,630,2,1,4,861,1,0,4,3,0,3,6,1,0,2,88,0,9,4,41.991933,38,87000,923228420
1601,2,5,14,1,0,3,1,5,3,988,0,1,0,988,1,0,4,4,0,3,0,2,2,0,0,0,9,4,41.988675,56,113000,923250210
1603,2,5,14,1,0,3,1,5,3,876,4,1,4,923,1,0,4,5,0,3,0,3,1,2,362,0,9,4,41.988934,26,119500,923275090
1604,2,5,14,1,0,2,1,5,3,816,0,1,4,861,1,0,2,5,1,0,0,3,1,2,0,0,9,4,41.98811,28,130500,923277030
1606,2,5,14,1,0,3,1,5,3,845,2,1,4,861,1,0,2,6,0,3,0,3,1,2,0,0,9,4,41.987289,28,134500,923277080
1607,5,5,14,0,0,3,1,2,2,983,0,1,4,1750,2,0,4,7,0,3,0,3,1,2,245,0,9,4,41.98658,70,160000,923400040
1608,2,5,14,1,0,3,1,5,3,864,4,1,4,889,1,0,4,6,0,3,0,3,2,2,0,0,9,4,41.986498,26,137500,923426010
1609,13,5,14,1,232,3,1,5,0,784,0,1,4,1968,2,1,4,7,1,4,0,2,2,2,305,189,9,4,41.991885,41,172000,924100020
1610,12,3,11,1,0,3,0,5,3,686,0,1,4,1836,2,0,4,7,0,3,4,3,1,0,0,0,9,4,42.022745,110,103000,1007100110
1611,2,5,15,0,302,3,1,5,3,1587,4,1,4,1587,2,0,4,7,1,2,0,3,2,2,0,44,9,4,42.051297,39,167300,526352080
1612,2,5,15,5,0,3,1,5,1,1277,4,1,4,1277,1,0,4,5,1,4,0,3,2,2,0,0,9,4,42.051357,40,167000,526352090
1613,2,5,15,5,1115,3,1,2,1,2223,0,1,4,2223,2,0,4,8,2,2,0,0,2,2,300,0,9,4,42.049671,37,244000,526355170
1614,2,5,15,8,0,2,2,5,1,2217,0,1,4,2217,2,0,2,8,1,5,0,3,2,2,81,207,9,4,42.050443,40,268000,526355190
1615,13,5,8,5,0,2,2,2,1,847,0,1,4,1733,2,1,2,7,1,2,2,0,2,2,100,48,9,3,42.061275,7,225000,527105140
1616,13,5,8,0,0,3,2,2,3,806,2,1,4,1572,2,1,4,7,1,5,2,0,2,2,0,40,9,4,42.060466,15,168000,527107040
1619,10,5,8,0,0,3,2,2,3,384,2,1,4,1384,2,1,4,7,1,5,2,0,2,2,0,0,9,4,42.061242,13,161500,527110130
1620,3,5,25,8,0,2,2,2,0,1494,0,1,4,1652,2,0,0,6,0,3,0,2,2,2,96,48,9,4,42.063067,10,251000,527126030
1623,13,5,8,5,0,2,2,2,3,691,2,1,4,1553,2,1,2,6,0,3,0,0,2,2,0,44,9,4,42.059562,14,178750,527162080
1624,2,5,8,5,38,3,2,2,3,1237,2,1,4,1253,2,0,4,6,1,5,0,0,2,2,220,21,9,4,42.059517,15,176000,527162090
1626,2,5,8,5,52,3,2,2,3,1168,2,1,4,1187,2,0,2,6,0,3,0,2,2,2,0,21,9,4,42.059293,18,160000,527163080
1627,10,5,8,5,76,2,2,2,3,384,2,1,4,1472,2,1,2,7,1,5,0,2,2,2,164,0,9,4,42.057006,19,160000,527165020
1628,10,5,8,5,170,3,2,2,3,384,2,1,4,1482,2,1,2,7,1,5,0,0,2,2,100,25,9,4,42.05817,18,163900,527165100
1630,2,5,8,0,138,3,1,5,0,1302,1,1,4,1128,1,0,4,6,1,5,0,3,2,1,0,108,9,2,42.057022,46,154204,527175130
1631,3,5,25,8,0,2,1,2,3,1074,0,1,4,1088,1,1,2,5,0,3,0,2,2,2,0,74,9,4,42.059375,24,170000,527182040
1632,14,5,25,5,0,2,1,2,2,1190,2,1,4,2090,2,0,2,6,1,5,0,0,2,2,219,0,9,4,42.059239,26,207500,527182170
1633,3,5,25,8,0,2,1,2,1,1166,2,1,4,1179,2,0,4,5,0,3,0,2,2,2,0,108,9,4,42.059309,22,182000,527184020
1635,2,5,25,3,200,2,2,0,1,1922,0,1,4,1922,2,0,2,8,1,2,0,0,3,2,178,51,9,4,42.060431,5,345474,527210060
1636,13,5,25,8,146,2,2,0,2,1149,0,1,4,2480,3,1,0,10,1,2,2,0,3,2,120,32,9,4,42.060144,5,345474,527212060
1637,2,5,25,3,710,0,2,0,0,2660,0,1,4,2338,2,1,2,8,2,2,0,0,3,2,0,135,6,5,42.061202,4,345474,527216080
1638,11,5,8,1,0,3,1,2,1,1100,4,1,4,1424,1,1,4,7,0,3,5,3,3,0,144,0,9,4,42.060096,41,155000,527226040
1639,3,5,25,3,165,2,2,0,1,1612,0,1,4,1612,2,0,0,6,1,2,0,0,2,2,0,164,9,4,42.059743,4,319900,527252050
1641,2,5,25,8,945,2,2,0,1,2220,0,1,4,2234,1,1,2,7,1,2,0,2,2,2,390,80,9,4,42.058998,4,345474,527256030
1642,2,5,25,7,250,0,2,0,1,1742,0,1,4,2042,2,0,0,8,1,2,0,0,3,2,240,52,6,5,42.058996,4,345474,527256040
1643,2,5,19,0,310,2,1,2,3,1440,0,1,4,1440,2,0,2,7,1,5,0,0,2,2,0,0,9,4,42.054368,29,182900,527301080
1644,2,5,19,0,0,3,1,2,3,1284,4,1,4,1284,2,0,4,5,0,3,0,3,2,2,0,0,0,0,42.053916,26,174000,527301280
1645,10,5,19,0,74,3,1,2,3,585,0,1,4,1868,3,1,4,7,1,5,2,0,2,2,268,112,9,0,42.055545,26,178000,527302020
1646,13,5,19,5,306,2,1,2,3,725,0,1,4,1479,2,1,2,6,1,5,0,2,2,2,167,72,9,4,42.0545,29,176000,527302060
1647,2,5,19,5,67,3,1,2,3,1529,4,1,4,1664,2,0,2,7,1,5,0,0,2,2,0,0,9,4,42.054395,32,213000,527302090
1648,13,5,19,5,549,3,1,2,3,780,4,1,4,1930,2,1,2,9,1,5,0,0,2,2,192,72,9,4,42.054941,31,192000,527325090
1650,13,5,19,0,298,3,1,5,3,848,4,1,4,2030,2,1,2,8,1,5,0,0,2,2,0,224,9,4,42.054427,34,195000,527327050
1655,13,5,19,1,263,3,1,5,3,780,0,1,4,1620,2,1,4,7,0,3,0,0,2,2,208,0,9,4,42.05026,41,152000,527356050
1656,2,5,19,0,176,3,1,5,2,1625,4,1,4,1220,2,0,4,6,1,5,0,3,2,2,0,0,9,4,42.049832,39,170000,527357020
1657,2,5,19,1,0,3,1,2,0,1484,2,1,4,1484,2,0,4,7,1,5,0,3,2,2,224,0,9,4,42.050075,39,175000,527358060
1658,13,5,19,0,365,2,1,5,3,702,2,1,4,1743,1,2,4,7,1,2,0,3,2,2,224,0,9,4,42.050372,42,175000,527359010
1659,13,5,19,5,233,3,1,2,3,793,4,1,4,1935,2,1,4,7,1,5,0,2,2,2,0,113,9,4,42.049956,34,197900,527359080
1661,13,5,19,0,0,3,1,5,3,1084,4,1,4,1877,2,1,4,8,1,5,0,3,2,2,0,96,9,4,42.048765,36,178900,527377110
1662,10,5,15,1,82,3,1,5,0,372,4,1,4,1109,1,0,4,5,0,3,2,3,1,2,35,0,9,4,42.055392,39,139000,527402090
1664,13,5,15,5,138,3,1,5,3,725,2,1,4,1479,1,1,2,7,0,3,0,0,2,2,0,32,9,4,42.054603,38,184000,527402240
1665,2,5,15,1,0,3,1,5,3,925,4,1,4,1422,1,0,4,7,0,3,4,3,2,2,252,0,9,4,42.053407,40,155000,527403310
1666,2,5,15,1,32,3,1,5,3,914,0,1,4,914,1,0,0,5,0,3,0,2,1,2,120,0,9,4,42.054612,40,133000,527404050
1667,2,5,15,1,0,3,1,5,3,950,4,1,4,950,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.053547,39,119500,527404100
1669,2,5,15,2,0,3,1,5,3,858,4,1,4,861,1,0,4,4,0,3,4,3,1,2,0,0,9,4,42.053503,39,110000,527404150
1673,3,4,15,0,0,2,2,2,2,1337,0,1,4,1337,2,0,2,5,1,5,0,0,2,2,136,68,9,4,42.054789,9,155000,527427160
1674,3,4,15,0,0,2,2,2,3,1405,0,1,4,1337,2,0,2,5,1,5,0,0,2,2,0,68,9,4,42.055319,13,177000,527427200
1676,14,6,2,0,285,3,1,5,3,672,4,1,4,1218,1,1,4,7,0,3,4,3,1,2,144,28,9,4,42.052698,37,113000,527450150
1678,14,6,2,1,304,3,1,5,3,630,4,1,4,1302,2,1,4,6,0,3,4,3,2,2,0,0,9,4,42.052294,40,106000,527451020
1679,14,6,2,1,376,3,1,5,3,765,0,1,4,1365,1,1,4,6,0,3,4,3,2,2,240,36,9,4,42.051833,39,122500,527451170
1680,3,5,16,0,0,3,1,2,3,1078,4,1,4,958,2,0,4,5,1,5,0,2,2,2,0,205,9,4,42.050397,34,128000,527452100
1681,14,5,16,0,0,3,1,2,3,804,4,1,4,1548,2,1,2,7,1,5,4,3,2,2,48,0,9,4,42.05057,34,155000,527453010
1682,3,5,16,5,0,3,1,2,3,1061,4,1,4,1055,2,0,4,4,0,3,0,3,1,2,108,32,9,4,42.049996,32,142500,527455030
1683,2,5,15,1,52,3,1,5,3,988,4,1,4,988,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.0488205,44,129250,527455250
1684,2,5,18,3,378,0,2,0,1,1790,0,1,4,1816,2,0,0,7,1,2,0,0,3,2,186,36,6,5,42.062574,4,345474,528102050
1685,2,5,18,3,452,0,2,0,0,1822,0,1,4,1828,2,0,2,9,1,2,0,3,3,2,0,108,6,5,42.063296,3,314813,528102090
1686,2,5,18,8,254,0,2,0,3,1694,0,1,4,1694,2,0,2,7,0,3,0,0,3,2,168,228,6,5,42.063298,3,318000,528102100
1687,2,5,18,8,302,2,2,0,2,1694,0,1,4,1694,2,0,2,7,1,2,0,2,3,2,0,112,6,5,42.0632689,4,322400,528102120
1688,2,5,18,8,328,2,2,0,3,1734,0,1,4,1734,2,0,0,7,1,2,0,2,3,2,0,0,6,5,42.0632722,3,318000,528102130
1689,2,5,18,8,0,2,2,2,1,2108,0,1,4,2122,2,1,2,7,1,0,0,0,3,2,130,142,6,5,42.063141,3,345474,528104010
1690,2,5,18,3,315,0,2,0,1,2121,0,1,4,2121,2,1,0,8,1,0,0,0,3,2,124,98,6,5,42.0619544,4,345474,528106040
1693,2,5,18,7,400,0,2,0,1,1994,0,1,4,2046,2,1,0,7,2,2,0,0,3,2,188,65,9,4,42.061284,5,345474,528106110
1694,13,5,18,5,350,2,2,0,3,1063,0,1,4,2172,2,1,2,9,1,2,0,2,3,2,192,62,6,5,42.062259,4,280000,528108160
1695,2,5,18,3,456,0,2,0,1,2552,0,1,4,2480,2,0,0,8,2,0,0,0,3,2,130,28,6,5,42.0628153,3,345474,528110040
1696,2,5,18,8,375,2,2,2,0,1935,2,1,4,1973,2,0,2,9,1,2,0,0,3,2,315,45,6,5,42.0624082,4,345474,528110070
