,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
558,2,5,21,1,0,3,1,5,3,1024,2,1,4,1020,2,4,5,0,3,0,3,1,2,171,0,7,3,45,124100,532376070
559,2,5,21,1,0,2,1,5,3,912,0,1,4,912,1,2,6,0,3,0,2,1,2,0,0,9,4,47,129000,532376110
561,2,5,21,1,0,3,1,5,3,864,2,1,4,864,1,4,5,1,4,4,3,1,2,0,0,9,4,45,88000,532378120
562,2,5,21,1,60,3,1,5,3,912,2,1,4,912,1,4,6,0,3,0,3,1,2,0,0,9,4,48,123000,532378180
563,2,5,27,8,115,2,1,2,1,2014,2,1,4,2014,2,2,6,2,2,0,2,3,2,462,0,9,4,30,275000,532478020
564,13,5,17,5,196,2,2,2,3,975,0,1,4,1755,2,2,7,1,5,0,3,2,2,502,60,9,4,19,235000,533135020
566,14,2,23,0,76,2,2,2,0,612,0,1,4,1224,2,2,4,0,3,4,2,2,2,0,234,6,5,1,164500,533210010
567,14,2,23,0,76,2,2,2,0,612,0,1,4,1224,2,2,4,0,3,4,2,2,2,0,234,6,5,1,173733,533210020
568,3,2,23,0,280,2,2,2,3,1726,0,1,4,1726,2,2,6,1,2,0,0,2,2,0,254,6,5,2,222000,533213010
569,3,2,23,0,252,2,2,2,3,1145,0,1,4,1256,1,2,5,1,2,0,0,2,2,0,169,9,4,2,195000,533213020
570,14,2,23,0,894,3,2,2,3,729,2,1,4,1471,2,4,6,0,3,4,3,2,2,0,24,9,4,11,172500,533213040
571,14,2,23,0,513,2,2,2,3,756,0,1,4,1512,2,2,4,0,3,4,3,2,2,0,32,9,4,10,180000,533221040
573,14,2,23,8,456,2,2,2,3,970,0,1,4,1739,2,2,7,0,3,0,0,2,2,115,0,9,0,11,172500,533236050
574,2,5,27,8,450,0,1,2,1,1694,0,1,4,1694,2,0,5,1,2,0,0,2,2,501,120,9,4,33,318750,533252040
575,3,5,10,8,0,2,1,2,1,1226,4,1,4,1226,1,2,4,2,5,0,0,2,2,133,78,9,4,29,211500,533253070
576,2,5,27,5,0,2,1,2,2,1740,4,1,4,1740,1,2,7,0,3,0,2,2,2,228,20,9,4,29,241600,533254050
577,10,5,27,8,200,2,1,5,3,392,0,1,4,2486,2,4,5,1,2,0,3,2,2,0,64,9,0,34,180500,533254110
578,2,5,21,2,0,3,1,5,3,1281,0,1,4,1620,2,4,8,1,5,0,3,2,2,120,78,9,4,34,150000,533352150
580,2,5,19,0,571,3,1,5,3,1442,4,1,4,1442,2,4,6,1,5,0,2,2,2,371,0,9,4,40,185000,534127130
581,2,5,19,0,0,3,1,5,3,1489,2,1,4,1489,2,2,7,1,2,0,2,2,2,0,0,9,4,42,185750,534127170
582,13,5,19,5,240,3,1,2,2,1107,0,1,4,2090,2,4,7,2,5,0,2,2,2,235,204,9,4,37,200000,534128010
583,13,5,19,5,0,3,1,5,2,752,4,1,4,2067,2,2,7,2,5,0,2,2,2,297,40,9,4,36,206000,534128020
587,2,5,19,1,128,3,1,2,2,1288,4,1,4,1336,2,4,6,1,1,0,2,2,2,312,11,9,4,41,163000,534129370
588,2,5,19,0,200,3,1,5,0,1216,4,1,4,1216,1,4,5,0,3,0,3,1,2,0,0,9,0,41,113000,534129380
589,13,5,19,5,283,3,2,2,3,908,0,1,4,2288,1,2,8,2,5,0,2,2,2,321,72,9,4,33,230000,534151120
590,2,5,19,0,360,3,1,2,3,1350,4,1,4,1334,2,4,6,1,5,0,2,2,2,0,16,9,4,33,167900,534152120
592,13,5,19,8,0,2,2,2,3,810,0,1,4,1665,2,2,6,0,3,0,0,2,2,0,45,9,4,9,227000,534177230
593,2,5,15,1,0,3,2,5,3,864,4,1,4,864,1,4,5,0,3,0,0,1,2,0,0,9,4,43,130000,534200030
598,2,5,19,0,0,3,1,5,3,1372,4,1,4,1342,2,4,7,1,2,0,3,2,2,0,0,9,4,43,161500,534252240
600,2,5,15,1,0,3,1,5,3,864,0,1,4,864,1,4,5,0,3,4,3,1,2,0,0,9,4,51,118000,534275100
601,2,5,15,0,0,3,1,5,3,864,0,1,4,864,1,4,5,0,3,4,3,1,2,0,0,9,4,51,127500,534276040
602,2,5,15,2,160,3,1,5,3,1040,4,1,4,1362,1,4,6,1,2,0,2,3,2,0,0,9,4,53,140000,534277090
603,2,5,15,1,70,3,1,5,3,1048,1,1,4,1728,2,4,7,1,2,4,3,2,2,0,99,9,4,54,177625,534278070
604,0,5,15,1,95,3,1,5,3,1584,4,1,4,1776,2,4,9,0,3,4,3,3,2,0,25,0,0,52,110000,534278230
605,2,5,15,0,180,3,1,5,3,1516,4,1,4,1516,1,4,6,0,3,0,2,2,2,0,0,9,4,46,167000,534400050
609,13,5,15,1,0,3,1,5,3,744,4,1,4,2140,2,4,7,1,5,0,0,2,2,0,40,9,4,45,177500,534402170
610,10,5,15,0,115,3,1,5,1,1127,4,1,4,1445,1,4,7,1,1,0,2,2,2,180,0,9,4,46,158000,534403370
611,2,5,15,1,132,3,1,5,3,1041,0,1,4,1041,1,4,6,0,3,0,2,1,2,224,88,9,4,51,124500,534426110
613,2,5,15,1,0,3,1,5,3,960,2,1,4,960,1,4,5,0,3,0,2,1,2,0,70,9,4,55,122000,534431130
614,1,5,3,2,0,1,1,5,3,420,2,1,4,858,1,1,5,0,3,6,1,0,2,164,0,9,4,70,88000,534450150
615,5,5,3,1,161,3,1,5,3,709,4,1,4,1203,1,2,5,1,5,4,3,1,2,0,0,9,4,60,110000,534451110
616,2,5,15,0,90,3,1,5,3,1505,0,1,4,1505,1,4,6,1,5,0,2,2,2,0,0,9,4,57,149500,534475185
617,2,5,15,0,0,2,1,5,3,1680,4,1,4,1691,1,4,5,0,3,0,3,2,2,0,67,9,4,43,175000,534475250
618,2,5,15,0,238,3,1,5,3,1416,4,1,4,1644,1,4,7,2,2,0,0,2,2,110,0,9,4,57,167000,534476150
619,2,5,15,1,0,3,1,5,3,1050,2,1,4,1050,1,4,5,0,3,0,3,1,2,0,0,9,4,54,128900,534476320
620,5,5,15,0,0,3,1,5,3,856,0,1,4,1668,1,4,6,0,3,0,3,1,2,0,0,9,4,60,140000,534477110
621,2,5,15,1,0,2,1,5,3,1113,2,1,4,1113,1,2,5,1,2,0,3,1,2,0,80,9,4,60,147000,534478230
623,2,5,15,0,3,3,1,5,3,1453,0,1,4,1453,2,4,6,1,5,0,2,2,2,0,49,9,4,49,187500,535104120
624,2,5,15,0,247,3,1,2,3,1394,2,1,4,1394,1,4,6,2,2,0,2,2,2,0,76,9,4,47,159000,535105100
625,2,5,15,0,210,3,1,5,3,1562,2,1,4,1567,2,2,5,2,2,0,3,2,2,0,110,9,4,44,256000,535125070
630,2,5,15,1,164,2,1,5,3,1169,4,1,4,1144,1,4,6,0,3,0,2,1,2,257,0,9,4,54,150000,535151040
631,2,5,15,0,0,3,1,5,3,1478,2,1,4,1478,1,4,6,2,2,0,2,2,2,114,0,9,4,53,156500,535152230
632,2,5,15,5,128,3,1,5,3,1329,2,1,4,1329,1,4,5,2,2,0,3,2,2,0,0,9,4,50,176000,535154060
633,2,5,15,0,0,2,1,5,3,988,4,1,4,988,2,2,6,0,3,0,3,1,2,156,0,9,4,51,149500,535154130
634,2,5,15,0,183,3,1,5,3,1240,2,1,4,1632,2,4,6,1,2,0,2,1,2,289,0,9,4,52,139000,535175030
635,2,5,15,0,176,3,1,5,3,1215,4,1,0,1215,1,4,6,0,3,0,3,1,2,0,0,9,4,52,155000,535175050
637,2,5,15,1,0,3,1,5,3,1382,2,1,0,1382,1,2,6,0,3,0,3,1,2,280,0,9,4,55,153000,535178120
638,2,5,15,2,0,3,1,5,3,1200,4,1,4,1200,1,4,6,2,2,0,3,1,2,0,189,9,3,54,144000,535179160
639,10,5,15,0,399,3,1,5,1,1362,4,1,4,1382,1,4,6,1,5,0,3,2,2,0,0,9,4,48,176000,535300120
640,2,5,15,1,650,3,1,5,3,1297,2,1,4,1297,1,4,5,1,5,0,0,2,2,0,0,9,4,56,153000,535301170
641,0,5,15,1,657,3,2,5,3,1866,0,1,4,1866,2,4,8,0,3,4,3,2,2,0,0,9,4,52,135000,535302120
642,2,5,15,0,80,3,1,5,3,1062,2,1,4,1062,1,4,6,0,3,0,3,1,2,0,0,9,4,56,131000,535303110
643,2,5,15,1,0,3,2,5,3,608,4,1,4,1319,1,4,5,0,3,0,3,1,2,66,0,9,4,57,123000,535303150
644,2,5,15,1,0,3,1,5,3,631,4,1,0,1112,1,4,5,0,3,1,3,2,2,0,0,9,4,59,126000,535304100
645,2,5,15,2,0,3,1,5,3,1005,4,1,4,1005,1,1,5,1,5,4,3,2,2,0,0,9,4,55,115000,535325290
646,2,5,15,1,70,2,1,5,3,1008,0,1,4,1363,1,4,6,2,5,3,3,1,2,324,42,9,4,59,164900,535351050
647,1,5,15,1,0,3,1,5,3,793,4,1,4,858,1,1,4,0,3,4,3,1,2,0,0,9,4,65,113000,535352090
648,2,5,15,1,0,2,1,5,3,1031,2,1,4,1031,1,2,5,0,3,0,3,1,2,0,0,9,4,58,145500,535353040
649,2,5,15,1,140,3,3,3,4,0,4,1,0,1210,1,4,7,0,3,0,0,1,2,208,0,3,4,57,102900,535353060
650,11,5,20,4,0,3,1,1,2,978,4,1,4,1699,2,4,7,0,3,3,3,2,2,0,74,9,0,110,95000,535353140
651,13,5,15,5,0,3,1,5,2,699,0,1,0,1527,1,4,6,1,2,0,3,2,2,0,0,9,4,62,152500,535353240
652,2,5,15,1,0,3,1,5,3,1200,4,1,4,1200,1,4,6,0,3,0,0,1,2,126,0,9,4,60,129900,535354070
653,2,5,15,0,0,3,1,5,3,972,0,1,4,972,1,4,5,1,2,4,3,1,2,0,0,9,4,62,132000,535354100
654,2,5,20,4,0,3,1,5,3,792,2,1,0,858,1,4,4,0,3,0,3,1,2,0,90,9,4,52,99900,535375010
655,5,5,20,1,0,3,1,1,3,660,0,1,4,1656,2,4,8,0,3,4,3,1,0,0,0,9,4,94,135000,535375050
656,13,5,20,1,0,3,0,5,3,676,0,1,4,1352,2,2,7,0,3,4,3,2,2,187,0,9,4,71,149000,535376060
657,12,5,20,2,0,2,0,1,3,405,2,1,4,1039,1,4,6,0,3,4,3,1,0,0,0,9,4,110,114000,535377150
660,5,5,20,2,0,3,0,5,3,1313,4,1,4,2377,2,2,8,1,5,4,3,2,2,0,0,9,4,95,142900,535381040
662,1,5,20,6,0,1,2,1,3,416,2,0,0,858,1,2,4,0,3,6,1,0,0,0,81,9,4,70,88000,535383060
664,1,5,20,1,0,3,0,5,3,720,4,0,4,858,1,2,4,0,3,4,0,2,0,0,0,9,4,90,106000,535383110
666,0,5,15,0,480,3,1,5,3,1248,4,1,4,2486,2,4,12,0,3,0,2,3,2,0,0,9,4,41,190000,535402010
668,2,5,15,0,0,1,1,5,3,1040,2,1,4,1040,1,4,6,1,4,0,2,2,2,0,0,9,4,43,163000,535402270
669,0,5,15,1,368,3,1,5,3,1248,4,1,4,2486,2,4,12,0,3,4,3,4,2,0,0,9,4,41,200000,535402330
670,2,5,15,0,0,2,1,5,2,951,2,1,4,951,1,2,6,0,3,4,3,2,2,0,0,9,4,52,143500,535403190
671,2,5,15,0,143,3,1,5,3,1105,2,1,0,1105,1,4,5,0,3,4,3,1,2,0,0,9,4,53,135000,535403210
672,2,5,15,1,0,3,1,5,2,992,4,1,4,1306,1,4,5,0,3,4,3,1,2,0,0,9,4,53,153000,535403280
673,2,5,15,0,30,3,1,5,3,1478,0,1,0,1478,2,4,6,2,2,0,3,2,2,0,40,9,4,50,157500,535425070
675,4,5,15,1,0,2,1,5,3,832,2,1,4,1268,1,4,6,1,2,0,3,1,2,0,28,9,4,61,133000,535450070
676,0,5,15,4,0,3,3,3,4,0,1,0,0,1040,2,4,6,0,3,4,3,2,2,0,0,9,4,60,92900,535450160
678,0,5,15,2,0,3,3,3,4,0,1,0,1,1040,2,4,6,0,3,4,3,2,2,0,0,9,4,61,90000,535451170
680,2,5,15,1,0,3,1,5,3,1041,2,1,4,1041,1,4,6,0,3,0,2,1,2,0,0,9,4,52,128000,535452090
682,2,5,15,1,0,3,1,5,3,732,4,1,4,858,1,4,4,0,3,4,3,1,2,0,68,9,4,58,118900,535452140
684,2,5,15,1,0,3,1,5,3,1148,4,1,4,1148,1,4,6,0,3,0,3,1,2,0,0,9,4,51,132500,535453200
685,5,5,15,2,0,3,1,5,3,832,4,1,1,1461,2,4,6,0,3,4,3,1,2,0,204,9,4,61,133500,535454100
687,13,5,15,0,420,3,1,5,3,780,4,1,4,1806,1,4,8,0,3,0,3,2,2,0,55,9,4,46,144750,535475010
689,2,5,15,0,0,3,1,5,3,1045,4,1,4,1045,1,4,6,1,1,0,2,1,2,0,0,9,4,47,127000,535476240
690,2,5,15,1,0,3,1,5,3,894,2,0,4,894,1,4,5,0,3,4,3,1,2,0,0,9,4,48,109500,535477150
692,5,6,20,1,0,3,2,5,3,440,2,1,4,1230,1,4,5,0,3,4,3,2,2,74,0,9,4,100,110000,902102080
694,0,6,20,0,0,3,1,5,2,972,2,0,0,1944,2,4,12,0,3,4,3,2,0,0,28,9,4,100,103500,902103120
695,5,6,20,1,0,3,1,5,3,676,0,1,4,1131,1,4,5,0,3,4,3,1,2,26,0,9,0,69,88000,902103170
697,12,6,20,1,0,2,1,5,3,504,0,1,4,1464,2,4,7,0,3,6,1,0,0,0,0,9,4,100,129000,902105060
700,11,6,20,2,0,1,0,1,3,600,2,0,4,1701,2,1,8,0,3,6,1,0,0,0,0,9,4,90,94550,902109130
701,0,6,20,1,360,3,1,5,3,960,2,1,4,1960,2,4,10,0,3,4,3,2,0,0,0,0,4,58,124500,902109140
704,2,6,20,2,0,1,1,1,3,936,4,0,4,936,1,4,4,0,3,4,3,2,2,0,32,9,4,57,93000,902135020
705,5,6,20,1,0,3,1,5,3,768,4,1,0,1328,1,4,6,0,3,4,3,1,2,0,12,9,4,60,129500,902201110
706,11,6,20,1,0,3,1,5,3,811,4,1,0,1387,2,2,7,0,3,2,3,1,2,0,0,9,4,56,93000,902202150
707,1,6,20,2,0,3,0,1,3,861,4,1,4,861,1,4,5,0,3,4,3,2,0,0,0,7,4,90,88000,902204080
709,5,6,20,4,0,3,0,5,3,600,1,0,4,968,1,4,6,0,3,6,1,0,2,0,0,9,0,100,88000,902205030
710,1,6,20,1,0,3,0,1,3,190,2,1,0,886,1,4,4,0,3,0,3,1,2,144,20,9,4,72,91300,902206260
711,1,6,20,1,0,2,2,1,3,624,4,1,4,858,1,4,5,0,3,4,3,1,2,0,0,9,4,87,99500,902207170
712,11,6,20,2,0,3,0,5,3,736,2,1,4,1452,2,4,8,0,3,6,1,0,0,0,0,6,5,90,113000,902300090
713,12,6,20,2,0,2,0,1,3,677,4,1,4,1510,2,2,7,0,3,4,3,2,0,0,0,9,4,100,88000,902301060
714,5,6,20,1,0,3,1,5,3,720,4,1,4,1284,1,4,5,0,3,4,3,1,2,0,35,9,4,63,110000,902301080
715,15,6,20,1,0,3,2,5,3,849,4,0,0,2138,2,4,11,0,3,4,3,2,0,40,156,9,4,112,106000,902325070
716,12,6,20,5,0,2,4,5,3,1240,4,0,4,2486,1,2,8,1,2,4,3,4,0,181,0,9,4,130,265979,902326030
717,12,6,20,0,0,3,0,1,2,917,2,1,0,2007,2,0,8,0,3,4,3,1,2,0,235,9,4,110,160000,902327070
718,12,6,20,0,0,3,0,5,3,624,0,1,4,1288,1,0,5,1,2,0,3,1,0,0,103,9,4,93,119000,902329080
721,12,6,20,5,0,3,2,5,3,650,0,1,4,1482,1,4,7,0,3,4,3,2,2,0,0,9,4,90,143000,902401130
722,1,6,20,1,0,3,0,5,3,1022,4,0,4,1022,1,4,4,0,3,4,3,1,2,0,30,9,4,100,88000,902402150
723,5,6,20,1,0,3,0,5,3,1088,4,1,4,1869,1,4,7,0,3,4,3,2,2,48,0,9,4,120,124900,902405100
725,12,6,20,0,0,3,2,5,3,741,0,1,4,1521,1,2,8,0,3,4,3,3,2,0,0,9,4,100,146500,902406070
726,1,1,11,2,0,3,1,5,3,720,4,0,0,858,1,4,4,0,3,6,1,0,0,0,523,9,0,90,88000,902477120
727,1,1,11,4,0,3,1,1,3,245,4,0,4,858,1,4,5,0,3,6,1,0,0,0,36,9,0,110,88000,902477130
732,1,5,3,0,0,3,0,5,3,952,1,0,1,952,1,1,4,1,2,4,3,1,1,0,98,9,4,94,121000,903205040
733,5,6,3,2,0,3,0,5,3,672,4,1,4,1324,1,4,6,0,3,4,3,1,2,0,0,9,4,74,128000,903226130
736,5,6,3,0,0,3,1,5,3,780,0,1,1,1412,1,4,6,1,2,4,3,1,2,45,0,9,4,71,132500,903227090
737,5,6,3,1,444,3,0,5,3,468,2,1,4,1142,1,4,6,0,3,0,0,1,2,0,0,9,4,86,93000,903228070
738,7,6,3,0,0,2,2,5,3,884,2,1,4,904,1,4,4,0,3,4,3,1,2,0,0,9,4,84,119000,903228120
739,1,6,3,1,0,3,2,5,2,1145,4,1,4,1301,1,1,5,0,3,4,3,2,2,0,0,9,4,86,100000,903230100
741,5,6,3,2,0,3,0,5,3,884,0,1,4,1573,1,2,6,0,3,4,3,1,2,0,0,9,4,75,133000,903231030
742,1,6,3,6,0,1,0,5,3,264,1,0,0,858,1,1,4,1,4,6,1,0,0,0,0,5,4,74,88000,903231060
744,1,6,3,1,0,3,0,5,3,960,2,1,4,995,1,4,5,0,3,4,3,1,2,0,15,9,0,85,115000,903232060
745,5,6,3,1,0,3,0,5,3,952,4,1,0,1582,2,4,6,1,2,4,3,1,2,189,0,9,4,72,150000,903234220
746,1,6,3,1,0,3,0,5,3,1072,4,1,4,1072,1,4,5,0,3,4,3,5,1,0,0,9,4,85,126500,903236040
747,15,5,3,0,0,3,0,5,3,844,2,0,0,2134,2,2,10,0,3,4,3,2,2,0,60,9,4,94,214500,903400220
748,12,5,3,5,0,3,0,2,3,728,4,0,4,2019,1,2,8,0,3,4,3,2,2,509,135,9,4,100,167500,903425245
749,12,6,20,0,0,3,2,5,3,1048,2,1,0,1768,2,4,8,0,3,4,3,2,2,0,0,9,4,95,155000,903427120
756,12,6,20,0,0,3,0,5,3,483,0,1,4,1427,1,2,7,0,3,0,3,1,2,0,24,9,4,95,123000,903475100
760,11,6,11,0,0,3,1,5,3,698,0,1,1,1403,1,4,7,0,3,4,3,1,2,0,0,9,4,95,116000,903484110
761,2,5,21,2,0,3,1,1,3,560,0,1,0,858,1,1,4,0,3,3,3,1,2,0,0,9,4,64,88750,904100190
762,0,5,7,1,0,3,1,2,1,1200,4,1,4,1200,3,4,5,0,3,6,1,0,2,120,0,9,2,23,179000,904301060
763,0,5,7,1,0,3,1,2,1,1200,4,1,4,1200,3,4,5,0,3,6,1,0,2,120,0,9,2,23,179000,904301070
764,0,5,7,1,0,3,2,2,1,1152,4,1,4,1152,2,4,6,0,3,4,3,1,0,0,0,9,4,32,159900,904301100
765,1,5,7,9,0,1,0,1,1,683,2,0,0,904,0,1,4,0,3,6,1,0,2,0,0,9,4,88,88000,904301375
766,12,4,7,0,0,3,0,5,3,672,4,0,4,1369,2,4,6,0,3,4,3,1,2,147,0,9,4,85,103600,904351200
767,5,5,7,1,0,3,2,5,3,585,4,0,0,1112,2,4,6,0,3,4,3,1,0,0,0,9,4,76,88000,904351240
768,10,5,21,1,0,3,1,2,0,520,0,1,4,1464,2,4,6,1,5,0,2,2,2,302,0,9,4,47,175000,905101260
769,2,5,21,1,0,3,2,5,3,1121,4,1,4,1121,1,4,5,0,3,4,3,2,2,0,80,9,4,47,139000,905101490
771,2,5,21,1,172,3,1,5,3,1052,4,1,4,1052,1,4,6,1,4,0,0,1,2,0,215,9,0,43,113500,905103070
772,2,5,21,1,89,3,2,5,3,864,0,1,4,899,1,2,5,0,3,0,0,1,2,64,0,9,4,43,130000,905105190
773,9,5,21,0,23,3,1,2,1,456,4,1,4,1034,1,4,5,1,1,1,0,2,2,0,0,9,4,32,149900,905107310
774,9,5,21,1,0,3,1,2,0,858,4,1,4,858,1,4,5,0,3,4,3,2,2,120,0,9,4,28,134900,905108190
775,9,5,21,1,0,3,1,5,0,840,4,1,4,860,1,4,4,0,3,4,3,2,2,0,0,9,4,28,137000,905108220
776,2,5,21,1,116,3,1,5,3,1092,4,1,4,1092,1,4,6,1,4,0,3,1,2,0,20,9,4,48,139000,905200220
777,10,5,21,1,0,3,1,5,3,552,4,1,4,1774,2,4,8,1,5,0,3,1,2,290,40,9,4,49,165000,905200260
780,2,5,21,6,0,3,3,3,4,0,1,0,4,858,1,1,5,0,3,6,1,0,0,0,0,9,4,63,88000,905228050
781,5,5,4,2,0,3,1,5,0,1104,0,1,0,1788,1,4,8,2,5,0,3,1,2,120,0,9,4,53,161500,905229040
782,2,5,4,1,0,3,1,5,1,1437,0,1,4,1473,1,0,5,2,2,0,3,1,2,0,48,9,5,42,143000,905325020
783,2,5,7,2,0,3,1,5,3,1134,0,1,0,1229,1,4,6,0,3,0,2,1,2,0,0,9,4,54,135000,905377010
784,1,5,7,2,0,3,1,5,3,861,0,1,4,861,1,4,4,0,3,4,3,2,2,158,0,9,4,70,88000,905377130
785,2,5,4,1,0,2,1,5,3,1617,0,1,0,1867,1,4,7,3,2,0,0,1,2,476,0,0,4,55,190000,905401100
787,2,5,7,2,0,3,1,3,4,0,4,1,4,1383,1,4,6,0,3,0,3,2,2,0,0,9,4,56,122000,905402070
788,2,5,7,0,0,3,1,5,3,1436,1,1,4,1689,1,4,7,1,2,0,3,2,2,0,0,0,4,54,127500,905450020
789,2,5,7,1,0,3,1,5,3,1073,4,1,0,1073,1,4,5,0,3,0,3,1,2,0,0,9,4,54,121500,905451300
790,2,5,7,1,0,3,1,5,3,1276,4,1,0,1276,1,4,5,0,3,0,3,1,2,0,0,0,0,52,88000,905451340
792,1,5,7,2,0,3,1,5,3,672,4,1,4,858,1,4,4,0,3,0,3,1,0,0,113,9,4,69,113000,905452050
793,2,5,7,1,0,3,1,2,3,1089,4,1,4,1089,1,4,5,1,2,4,2,1,1,328,0,9,4,56,125000,905475160
795,3,5,7,1,149,2,1,2,2,1049,4,1,4,1049,2,2,5,0,3,0,0,1,2,0,105,9,4,26,139500,905476230
796,5,5,7,1,0,3,1,5,3,768,2,1,4,1716,1,4,8,1,2,0,3,1,2,0,0,9,4,61,131000,905478030
798,12,5,7,2,0,3,1,5,2,755,4,1,4,1510,1,4,7,1,2,4,3,1,1,120,0,9,4,70,108000,905480210
800,10,5,22,0,100,2,1,2,0,520,2,1,4,1338,1,2,5,1,4,0,3,2,2,0,0,9,4,27,156500,906201050
801,5,5,22,8,0,2,1,2,1,1496,0,1,4,2132,1,2,5,1,2,2,0,2,2,349,40,9,4,27,316600,906201130
802,2,5,22,5,234,2,1,2,2,2158,2,1,4,2196,2,2,7,1,5,0,2,3,2,84,70,9,4,20,271900,906203120
804,13,5,22,5,0,2,2,2,3,1079,0,1,4,1879,2,2,8,1,5,0,2,2,2,400,100,9,4,17,239900,906223080
807,0,5,22,1,0,3,3,3,4,0,4,1,4,1535,2,4,8,0,3,0,3,2,2,0,0,9,2,31,118964,906226070
809,0,5,22,1,0,3,3,3,4,0,4,1,4,2228,2,4,8,0,3,4,3,2,2,73,0,9,2,31,147983,906226090
812,0,5,22,1,0,3,3,3,4,0,4,1,4,2240,2,4,12,0,3,4,3,2,2,154,0,9,2,31,142953,906226120
813,0,5,22,1,216,3,1,2,0,1094,4,1,4,1229,0,2,6,2,5,4,3,2,2,120,0,9,2,31,148325,906226130
814,0,5,22,1,0,3,3,3,4,0,4,1,4,1513,2,4,8,0,3,0,3,2,2,0,0,9,2,31,113722,906226140
815,0,5,22,5,23,3,2,0,3,1168,0,1,4,2486,4,4,8,2,5,2,0,4,2,312,0,9,4,10,269500,906230010
818,2,5,5,3,242,0,2,0,1,1555,0,1,4,1680,1,0,8,1,2,0,0,3,2,185,24,6,5,1,323262,906340100
820,2,5,5,8,270,2,2,0,1,1622,0,1,4,1630,2,0,8,1,2,0,2,3,2,172,42,9,4,2,295493,906340120
822,2,5,5,8,0,2,2,2,0,1468,0,1,4,1468,2,2,6,1,2,0,2,3,2,192,142,9,4,2,239900,906378110
823,13,5,5,8,0,2,2,2,0,866,0,1,4,1768,2,2,7,0,3,0,2,2,2,144,105,9,4,3,212000,906380050
825,2,5,5,3,0,2,2,0,3,1800,0,1,4,1800,2,0,7,0,3,0,0,2,2,288,136,9,4,3,239000,906380100
827,2,5,5,5,0,2,2,2,0,1282,0,1,4,1290,2,2,6,1,2,0,2,2,2,168,0,9,4,3,200000,906380210
828,2,5,5,8,140,2,2,2,0,1254,0,1,4,1254,2,2,5,0,3,0,2,3,2,168,92,9,4,2,221800,906380220
829,2,5,5,5,82,2,2,2,0,1232,0,1,4,1232,2,2,6,0,3,0,2,2,2,132,0,9,4,3,194500,906392070
831,13,5,5,0,0,2,2,2,0,704,0,1,4,1422,2,2,7,1,2,0,0,2,2,36,28,9,4,5,173000,906392130
832,10,5,22,5,145,2,2,2,1,1518,2,1,4,1644,2,2,5,1,5,0,0,2,2,80,0,9,4,21,275000,906402060
834,13,5,4,1,0,3,2,5,1,1013,4,1,4,2126,2,4,7,0,3,0,0,2,2,486,0,9,0,43,185000,906475070
835,2,5,5,1,0,3,2,2,3,1040,2,1,4,1040,1,2,6,0,3,4,3,2,2,168,0,9,4,14,152000,907126010
836,2,5,5,1,0,3,2,5,3,990,0,1,4,990,1,4,5,0,3,0,2,1,2,66,0,9,4,16,143000,907126050
837,13,5,5,0,0,3,2,2,3,928,0,1,4,1764,2,2,7,0,3,0,2,2,2,276,99,9,4,13,231500,907130100
838,13,5,5,5,0,2,2,2,0,799,0,1,4,1661,2,2,6,1,5,0,2,2,2,158,61,5,4,14,212000,907131090
839,2,5,5,5,0,3,2,2,2,1463,0,1,4,1463,2,4,5,0,3,0,0,2,2,0,81,9,4,12,207000,907131190
841,2,5,5,1,0,3,2,2,3,990,0,1,4,990,1,4,5,0,3,4,3,2,2,0,64,9,4,16,138000,907135170
843,2,5,5,5,183,2,2,2,1,1490,0,1,4,1501,2,2,6,0,3,0,2,2,2,144,29,9,4,11,204000,907180130
844,2,5,5,5,0,2,2,2,0,1431,0,1,4,1431,2,2,6,0,3,0,0,2,2,0,35,9,4,11,192000,907181100
845,13,5,5,0,120,3,2,2,3,928,0,1,4,1772,2,4,7,1,5,0,2,2,2,150,96,9,4,12,200000,907185050
846,13,5,5,5,95,2,2,2,3,831,0,1,4,1660,2,2,7,0,3,0,2,2,2,144,68,9,4,8,195000,907192030
847,2,5,5,5,110,2,2,2,3,1573,0,1,4,1573,2,2,6,0,3,0,2,2,2,0,72,9,4,8,227000,907192090
849,2,5,5,5,0,2,2,2,3,1413,0,1,4,1430,2,2,6,0,3,0,2,2,2,0,33,9,4,9,187100,907194110
851,2,5,5,5,180,2,2,2,2,1492,0,1,4,1492,2,2,6,1,5,0,2,2,2,0,114,9,3,9,201000,907196060
852,2,5,5,1,136,3,1,2,3,1040,4,1,4,1040,2,4,5,0,3,6,1,0,2,0,0,9,4,32,124000,907200230
861,9,5,5,1,0,3,1,2,0,768,4,1,4,858,1,4,5,0,3,4,3,2,2,58,0,9,4,38,133000,907227290
862,2,5,5,5,0,2,2,2,0,1569,0,1,4,1611,2,2,6,0,3,0,2,3,2,262,93,9,4,8,250000,907250070
