,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
598,2,5,19,0,0,3,1,5,3,1372,4,1,4,1342,2,4,7,1,2,0,3,2,2,0,0,9,4,43,161500,534252240
599,2,5,15,2,0,3,1,5,3,894,2,1,4,894,1,4,5,1,4,4,3,2,2,0,0,9,4,50,141500,534275060
600,2,5,15,1,0,3,1,5,3,864,0,1,4,864,1,4,5,0,3,4,3,1,2,0,0,9,4,51,118000,534275100
603,2,5,15,1,70,3,1,5,3,1048,1,1,4,1728,2,4,7,1,2,4,3,2,2,0,99,9,4,54,177625,534278070
604,0,5,15,1,95,3,1,5,3,1584,4,1,4,1776,2,4,9,0,3,4,3,3,2,0,25,0,0,52,110000,534278230
606,2,5,15,1,217,3,1,5,3,1313,4,1,4,1313,1,2,6,1,5,0,2,2,2,172,28,9,4,49,153000,534400290
607,2,5,15,1,144,3,1,5,3,1292,4,1,4,1292,1,4,6,2,2,4,3,2,2,0,32,0,0,46,145100,534402060
608,2,5,15,1,200,3,1,5,2,1154,0,1,4,1154,1,4,6,1,4,0,2,2,2,0,58,9,4,44,154000,534402140
609,13,5,15,1,0,3,1,5,3,744,4,1,4,2140,2,4,7,1,5,0,0,2,2,0,40,9,4,45,177500,534402170
610,10,5,15,0,115,3,1,5,1,1127,4,1,4,1445,1,4,7,1,1,0,2,2,2,180,0,9,4,46,158000,534403370
612,10,5,15,0,90,3,1,5,1,1208,0,1,4,1576,1,2,7,1,4,2,0,2,2,85,0,9,4,49,174500,534429150
613,2,5,15,1,0,3,1,5,3,960,2,1,4,960,1,4,5,0,3,0,2,1,2,0,70,9,4,55,122000,534431130
614,1,5,3,2,0,1,1,5,3,420,2,1,4,848,1,1,5,0,3,6,1,0,2,164,0,9,4,70,85000,534450150
615,5,5,3,1,161,3,1,5,3,709,4,1,4,1203,1,2,5,1,5,4,3,1,2,0,0,9,4,60,110000,534451110
617,2,5,15,0,0,2,1,5,3,1680,4,1,4,1691,1,4,5,0,3,0,3,2,2,0,67,9,4,43,175000,534475250
618,2,5,15,0,238,3,1,5,3,1416,4,1,4,1644,1,4,7,2,2,0,0,2,2,110,0,9,4,57,167000,534476150
619,2,5,15,1,0,3,1,5,3,1050,2,1,4,1050,1,4,5,0,3,0,3,1,2,0,0,9,4,54,128900,534476320
620,5,5,15,0,0,3,1,5,3,856,0,1,4,1668,1,4,6,0,3,0,3,1,2,0,0,9,4,60,140000,534477110
623,2,5,15,0,3,3,1,5,3,1453,0,1,4,1453,2,4,6,1,5,0,2,2,2,0,49,9,4,49,187500,535104120
625,2,5,15,0,210,3,1,5,3,1562,2,1,4,1567,2,2,5,2,2,0,3,2,2,0,110,9,4,44,256000,535125070
626,13,5,15,5,176,3,1,5,3,768,4,1,4,1986,2,4,7,3,1,0,3,2,2,0,42,9,4,45,205000,535125090
628,2,5,15,0,216,3,1,1,3,1392,2,1,4,1392,1,4,5,2,5,0,2,2,2,0,0,9,4,42,110000,535126100
631,2,5,15,0,0,3,1,5,3,1478,2,1,4,1478,1,4,6,2,2,0,2,2,2,114,0,9,4,53,156500,535152230
633,2,5,15,0,0,2,1,5,3,988,4,1,4,988,2,2,6,0,3,0,3,1,2,156,0,9,4,51,149500,535154130
634,2,5,15,0,183,3,1,5,3,1240,2,1,4,1632,2,4,6,1,2,0,2,1,2,289,0,9,4,52,139000,535175030
635,2,5,15,0,176,3,1,5,3,1215,4,1,0,1215,1,4,6,0,3,0,3,1,2,0,0,9,4,52,155000,535175050
636,2,5,15,1,0,3,1,5,3,1202,4,1,4,1202,1,4,6,0,3,0,2,1,2,0,35,0,0,54,120000,535178040
640,2,5,15,1,650,3,1,5,3,1297,2,1,4,1297,1,4,5,1,5,0,0,2,2,0,0,9,4,56,153000,535301170
641,0,5,15,1,657,3,2,5,3,1866,0,1,4,1866,2,4,8,0,3,4,3,2,2,0,0,9,4,52,135000,535302120
645,2,5,15,2,0,3,1,5,3,1005,4,1,4,1005,1,1,5,1,5,4,3,2,2,0,0,9,4,55,115000,535325290
646,2,5,15,1,70,2,1,5,3,1008,0,1,4,1363,1,4,6,2,5,3,3,1,2,324,42,9,4,59,164900,535351050
648,2,5,15,1,0,2,1,5,3,1031,2,1,4,1031,1,2,5,0,3,0,3,1,2,0,0,9,4,58,145500,535353040
649,2,5,15,1,140,3,3,3,4,0,4,1,0,1210,1,4,7,0,3,0,0,1,2,208,0,3,4,57,102900,535353060
651,13,5,15,5,0,3,1,5,2,699,0,1,0,1527,1,4,6,1,2,0,3,2,2,0,0,9,4,62,152500,535353240
652,2,5,15,1,0,3,1,5,3,1200,4,1,4,1200,1,4,6,0,3,0,0,1,2,126,0,9,4,60,129900,535354070
653,2,5,15,0,0,3,1,5,3,972,0,1,4,972,1,4,5,1,2,4,3,1,2,0,0,9,4,62,132000,535354100
654,2,5,20,4,0,3,1,5,3,792,2,1,0,848,1,4,4,0,3,0,3,1,2,0,90,9,4,52,99900,535375010
655,5,5,20,1,0,3,1,1,3,660,0,1,4,1656,2,4,8,0,3,4,3,1,0,0,0,9,4,94,135000,535375050
656,13,5,20,1,0,3,0,5,3,676,0,1,4,1352,2,2,7,0,3,4,3,2,2,187,0,9,4,71,149000,535376060
658,1,5,20,1,0,2,0,5,3,768,0,1,4,848,1,2,5,0,3,4,3,1,0,316,0,9,4,86,109500,535378020
659,1,5,20,1,0,3,0,5,3,1054,0,1,4,1078,1,0,6,0,3,4,3,1,0,0,0,9,4,85,125000,535378120
660,5,5,20,2,0,3,0,5,3,1313,4,1,4,2377,2,2,8,1,5,4,3,2,2,0,0,9,4,95,142900,535381040
661,12,5,20,5,0,2,2,5,3,560,0,1,4,1690,2,2,5,0,3,4,3,2,2,0,0,9,4,100,156500,535382100
662,1,5,20,6,0,1,2,1,3,416,2,0,0,848,1,2,4,0,3,6,1,0,0,0,81,9,4,70,85000,535383060
663,5,5,20,2,0,1,2,5,3,840,0,1,4,1374,1,4,6,0,3,4,0,1,2,0,0,9,4,90,105000,535383070
664,1,5,20,1,0,3,0,5,3,720,4,0,4,848,1,2,4,0,3,4,0,2,0,0,0,9,4,90,106000,535383110
665,1,5,20,4,0,3,0,5,3,630,4,1,0,848,1,4,4,0,3,4,3,1,2,0,30,9,4,120,85000,535383120
666,0,5,15,0,480,3,1,5,3,1248,4,1,4,2439,2,4,12,0,3,0,2,3,2,0,0,9,4,41,190000,535402010
668,2,5,15,0,0,1,1,5,3,1040,2,1,4,1040,1,4,6,1,4,0,2,2,2,0,0,9,4,43,163000,535402270
672,2,5,15,1,0,3,1,5,2,992,4,1,4,1306,1,4,5,0,3,4,3,1,2,0,0,9,4,53,153000,535403280
675,4,5,15,1,0,2,1,5,3,832,2,1,4,1268,1,4,6,1,2,0,3,1,2,0,28,9,4,61,133000,535450070
677,5,5,15,0,0,3,1,5,0,795,2,0,4,1133,1,4,5,0,3,4,3,2,2,0,0,0,0,60,128500,535450200
678,0,5,15,2,0,3,3,3,4,0,1,0,1,1040,2,4,6,0,3,4,3,2,2,0,0,9,4,61,90000,535451170
679,5,5,15,1,0,3,1,5,3,1208,2,1,0,1904,1,4,7,0,3,0,3,1,2,0,0,9,4,60,138000,535451250
680,2,5,15,1,0,3,1,5,3,1041,2,1,4,1041,1,4,6,0,3,0,2,1,2,0,0,9,4,52,128000,535452090
681,2,5,15,1,0,3,1,5,3,1029,4,1,4,1339,1,4,6,0,3,0,3,1,2,0,0,0,0,52,139000,535452100
682,2,5,15,1,0,3,1,5,3,732,4,1,4,848,1,4,4,0,3,4,3,1,2,0,68,9,4,58,118900,535452140
683,10,5,15,1,0,3,1,2,0,528,4,1,4,1183,1,4,6,0,3,0,2,1,2,0,0,9,4,51,138000,535453100
685,5,5,15,2,0,3,1,5,3,832,4,1,1,1461,2,4,6,0,3,4,3,1,2,0,204,9,4,61,133500,535454100
687,13,5,15,0,420,3,1,5,3,780,4,1,4,1806,1,4,8,0,3,0,3,2,2,0,55,9,4,46,144750,535475010
689,2,5,15,0,0,3,1,5,3,1045,4,1,4,1045,1,4,6,1,1,0,2,1,2,0,0,9,4,47,127000,535476240
690,2,5,15,1,0,3,1,5,3,894,2,0,4,894,1,4,5,0,3,4,3,1,2,0,0,9,4,48,109500,535477150
693,5,6,20,0,0,3,2,5,3,901,2,1,4,1378,1,2,6,0,3,4,3,1,1,54,0,9,4,75,128900,902103100
695,5,6,20,1,0,3,1,5,3,676,0,1,4,1131,1,4,5,0,3,4,3,1,2,26,0,9,0,69,85000,902103170
696,5,6,20,1,0,3,1,5,3,240,4,1,4,1306,1,2,6,0,3,4,3,2,0,0,0,9,4,100,130000,902105050
701,0,6,20,1,360,3,1,5,3,960,2,1,4,1960,2,4,10,0,3,4,3,2,0,0,0,0,4,58,124500,902109140
703,5,6,20,1,0,3,0,1,3,801,2,0,4,1447,1,4,6,0,3,6,1,0,0,80,0,9,4,100,103000,902134120
705,5,6,20,1,0,3,1,5,3,768,4,1,0,1328,1,4,6,0,3,4,3,1,2,0,12,9,4,60,129500,902201110
707,1,6,20,2,0,3,0,1,3,861,4,1,4,861,1,4,5,0,3,4,3,2,0,0,0,7,4,90,85000,902204080
708,1,6,20,6,0,3,0,3,4,0,1,0,0,848,1,4,4,0,3,4,3,1,0,0,0,9,4,70,85000,902205010
709,5,6,20,4,0,3,0,5,3,600,1,0,4,968,1,4,6,0,3,6,1,0,2,0,0,9,0,100,85000,902205030
710,1,6,20,1,0,3,0,1,3,190,2,1,0,886,1,4,4,0,3,0,3,1,2,144,20,9,4,72,91300,902206260
711,1,6,20,1,0,2,2,1,3,624,4,1,4,848,1,4,5,0,3,4,3,1,2,0,0,9,4,87,99500,902207170
712,11,6,20,2,0,3,0,5,3,736,2,1,4,1452,2,4,8,0,3,6,1,0,0,0,0,6,5,90,113000,902300090
713,12,6,20,2,0,2,0,1,3,677,4,1,4,1510,2,2,7,0,3,4,3,2,0,0,0,9,4,100,87500,902301060
714,5,6,20,1,0,3,1,5,3,720,4,1,4,1284,1,4,5,0,3,4,3,1,2,0,35,9,4,63,110000,902301080
715,15,6,20,1,0,3,2,5,3,849,4,0,0,2138,2,4,11,0,3,4,3,2,0,40,156,9,4,112,106000,902325070
716,12,6,20,5,0,2,4,5,3,1240,4,0,4,2439,1,2,8,1,2,4,3,4,0,181,0,9,4,130,265979,902326030
718,12,6,20,0,0,3,0,5,3,624,0,1,4,1288,1,0,5,1,2,0,3,1,0,0,103,9,4,93,119000,902329080
719,12,6,20,8,0,2,0,5,3,916,2,1,4,1742,1,2,8,1,2,0,3,2,1,0,169,9,4,128,168000,902330040
720,1,1,20,2,0,3,0,5,3,624,0,1,4,848,1,4,5,1,2,6,1,0,0,0,33,9,4,100,85000,902331010
721,12,6,20,5,0,3,2,5,3,650,0,1,4,1482,1,4,7,0,3,4,3,2,2,0,0,9,4,90,143000,902401130
724,5,6,20,0,0,1,0,5,3,972,0,1,4,1480,1,4,6,0,3,4,3,1,2,0,0,4,3,90,119000,902405120
725,12,6,20,0,0,3,2,5,3,741,0,1,4,1521,1,2,8,0,3,4,3,3,2,0,0,9,4,100,146500,902406070
726,1,1,11,2,0,3,1,5,3,720,4,0,0,848,1,4,4,0,3,6,1,0,0,0,523,9,0,90,85000,902477120
728,12,5,3,1,0,3,1,5,1,1324,0,1,4,1576,1,2,6,1,5,0,2,2,2,0,312,9,4,87,223500,903200080
729,1,5,3,0,0,3,0,5,3,1022,4,0,0,1432,1,2,6,1,2,2,3,1,2,266,61,9,4,87,149000,903201020
731,12,5,3,1,0,3,1,5,3,297,0,1,4,1654,2,4,7,1,2,4,3,1,0,244,60,9,4,80,137000,903202170
732,1,5,3,0,0,3,0,5,3,952,1,0,1,952,1,1,4,1,2,4,3,1,1,0,98,9,4,94,121000,903205040
733,5,6,3,2,0,3,0,5,3,672,4,1,4,1324,1,4,6,0,3,4,3,1,2,0,0,9,4,74,128000,903226130
736,5,6,3,0,0,3,1,5,3,780,0,1,1,1412,1,4,6,1,2,4,3,1,2,45,0,9,4,71,132500,903227090
738,7,6,3,0,0,2,2,5,3,884,2,1,4,904,1,4,4,0,3,4,3,1,2,0,0,9,4,84,119000,903228120
739,1,6,3,1,0,3,2,5,2,1145,4,1,4,1301,1,1,5,0,3,4,3,2,2,0,0,9,4,86,100000,903230100
740,5,6,3,1,0,3,0,5,3,927,4,1,4,1539,1,4,5,0,3,4,3,2,2,112,0,9,4,74,141500,903231010
741,5,6,3,2,0,3,0,5,3,884,0,1,4,1573,1,2,6,0,3,4,3,1,2,0,0,9,4,75,133000,903231030
742,1,6,3,6,0,1,0,5,3,264,1,0,0,848,1,1,4,1,4,6,1,0,0,0,0,5,4,74,85000,903231060
743,1,6,3,1,0,3,0,5,3,715,4,1,0,875,1,4,5,0,3,4,3,1,2,48,0,9,4,79,105000,903231130
744,1,6,3,1,0,3,0,5,3,960,2,1,4,995,1,4,5,0,3,4,3,1,2,0,15,9,0,85,115000,903232060
745,5,6,3,1,0,3,0,5,3,952,4,1,0,1582,2,4,6,1,2,4,3,1,2,189,0,9,4,72,150000,903234220
746,1,6,3,1,0,3,0,5,3,1072,4,1,4,1072,1,4,5,0,3,4,3,5,1,0,0,9,4,85,126500,903236040
747,15,5,3,0,0,3,0,5,3,844,2,0,0,2134,2,2,10,0,3,4,3,2,2,0,60,9,4,94,214500,903400220
748,12,5,3,5,0,3,0,2,3,728,4,0,4,2019,1,2,8,0,3,4,3,2,2,509,135,9,4,100,167500,903425245
750,12,6,20,5,0,2,2,5,3,910,0,1,4,1826,1,0,7,1,2,0,3,1,2,0,0,9,4,95,155000,903429080
751,12,6,20,5,0,3,0,5,3,672,1,1,4,1944,2,4,8,0,3,4,3,1,0,24,28,9,4,95,179900,903429110
752,15,6,20,0,0,3,1,5,3,755,0,1,4,2229,1,4,8,0,3,6,1,0,2,0,198,9,0,98,104000,903430060
753,0,6,20,1,0,3,0,5,3,1040,4,0,4,2128,2,4,11,0,3,6,1,0,2,0,56,9,0,88,85000,903430070
754,12,6,11,0,0,3,1,5,3,720,1,1,4,1930,2,4,8,0,3,0,3,1,2,0,0,9,4,83,149000,903451090
756,12,6,20,0,0,3,0,5,3,483,0,1,4,1427,1,2,7,0,3,0,3,1,2,0,24,9,4,95,123000,903475100
757,11,6,20,5,188,3,0,5,3,1020,4,0,1,1864,2,4,9,0,3,6,1,0,0,0,188,9,4,108,97500,903476090
759,9,6,11,2,0,3,2,2,0,858,4,1,4,892,1,2,5,0,3,6,1,0,0,0,0,0,0,87,85000,903481130
760,11,6,11,0,0,3,1,5,3,698,0,1,1,1403,1,4,7,0,3,4,3,1,2,0,0,9,4,95,116000,903484110
761,2,5,21,2,0,3,1,1,3,560,0,1,0,848,1,1,4,0,3,3,3,1,2,0,0,9,4,64,88750,904100190
762,0,5,7,1,0,3,1,2,1,1200,4,1,4,1200,3,4,5,0,3,6,1,0,2,120,0,9,2,23,179000,904301060
763,0,5,7,1,0,3,1,2,1,1200,4,1,4,1200,3,4,5,0,3,6,1,0,2,120,0,9,2,23,179000,904301070
766,12,4,7,0,0,3,0,5,3,672,4,0,4,1369,2,4,6,0,3,4,3,1,2,147,0,9,4,85,103600,904351200
767,5,5,7,1,0,3,2,5,3,585,4,0,0,1112,2,4,6,0,3,4,3,1,0,0,0,9,4,76,85000,904351240
768,10,5,21,1,0,3,1,2,0,520,0,1,4,1464,2,4,6,1,5,0,2,2,2,302,0,9,4,47,175000,905101260
769,2,5,21,1,0,3,2,5,3,1121,4,1,4,1121,1,4,5,0,3,4,3,2,2,0,80,9,4,47,139000,905101490
770,13,5,21,0,92,3,1,5,3,918,2,1,4,1683,2,4,7,1,5,0,2,2,2,243,0,9,4,32,172500,905103040
771,2,5,21,1,172,3,1,5,3,1052,4,1,4,1052,1,4,6,1,4,0,0,1,2,0,215,9,0,43,113500,905103070
773,9,5,21,0,23,3,1,2,1,456,4,1,4,1034,1,4,5,1,1,1,0,2,2,0,0,9,4,32,149900,905107310
776,2,5,21,1,116,3,1,5,3,1092,4,1,4,1092,1,4,6,1,4,0,3,1,2,0,20,9,4,48,139000,905200220
777,10,5,21,1,0,3,1,5,3,552,4,1,4,1774,2,4,8,1,5,0,3,1,2,290,40,9,4,49,165000,905200260
778,10,5,21,0,54,3,1,5,0,1138,0,1,4,1138,1,4,6,1,5,0,2,2,2,0,0,0,4,50,148000,905200350
779,10,5,4,1,366,3,1,5,2,825,0,1,4,2071,1,4,9,1,5,0,3,1,2,131,28,9,4,54,165000,905225090
780,2,5,21,6,0,3,3,3,4,0,1,0,4,848,1,1,5,0,3,6,1,0,0,0,0,9,4,63,85000,905228050
782,2,5,4,1,0,3,1,5,1,1437,0,1,4,1473,1,0,5,2,2,0,3,1,2,0,48,9,5,42,143000,905325020
783,2,5,7,2,0,3,1,5,3,1134,0,1,0,1229,1,4,6,0,3,0,2,1,2,0,0,9,4,54,135000,905377010
784,1,5,7,2,0,3,1,5,3,861,0,1,4,861,1,4,4,0,3,4,3,2,2,158,0,9,4,70,85000,905377130
785,2,5,4,1,0,2,1,5,3,1617,0,1,0,1867,1,4,7,3,2,0,0,1,2,476,0,0,4,55,190000,905401100
788,2,5,7,0,0,3,1,5,3,1436,1,1,4,1689,1,4,7,1,2,0,3,2,2,0,0,0,4,54,127500,905450020
789,2,5,7,1,0,3,1,5,3,1073,4,1,0,1073,1,4,5,0,3,0,3,1,2,0,0,9,4,54,121500,905451300
790,2,5,7,1,0,3,1,5,3,1276,4,1,0,1276,1,4,5,0,3,0,3,1,2,0,0,0,0,52,85000,905451340
791,13,5,7,0,0,3,1,5,3,747,0,1,4,1639,1,2,6,1,2,4,3,1,2,0,50,9,4,64,154400,905452040
793,2,5,7,1,0,3,1,2,3,1089,4,1,4,1089,1,4,5,1,2,4,2,1,1,328,0,9,4,56,125000,905475160
795,3,5,7,1,149,2,1,2,2,1049,4,1,4,1049,2,2,5,0,3,0,0,1,2,0,105,9,4,26,139500,905476230
796,5,5,7,1,0,3,1,5,3,768,2,1,4,1716,1,4,8,1,2,0,3,1,2,0,0,9,4,61,131000,905478030
797,5,5,7,0,0,3,0,5,2,560,4,1,4,1258,1,4,6,0,3,4,3,1,1,0,0,9,4,71,105000,905480030
800,10,5,22,0,100,2,1,2,0,520,2,1,4,1338,1,2,5,1,4,0,3,2,2,0,0,9,4,27,156500,906201050
803,13,5,22,5,137,2,2,2,3,740,0,1,4,1775,2,2,7,1,5,0,3,2,2,234,72,9,4,17,213000,906223060
804,13,5,22,5,0,2,2,2,3,1079,0,1,4,1879,2,2,8,1,5,0,2,2,2,400,100,9,4,17,239900,906223080
805,13,5,22,8,0,2,2,2,3,1128,0,1,4,2020,2,2,8,1,5,0,2,2,2,0,155,9,4,15,239500,906223210
806,12,5,22,1,0,2,2,3,4,0,0,1,4,2016,1,4,7,1,5,0,3,2,1,0,0,9,4,130,131000,906226060
807,0,5,22,1,0,3,3,3,4,0,4,1,4,1535,2,4,8,0,3,0,3,2,2,0,0,9,2,31,118964,906226070
810,0,5,22,1,0,3,3,3,4,0,4,1,4,1535,2,4,8,0,3,0,3,2,2,0,0,9,2,31,118858,906226100
812,0,5,22,1,0,3,3,3,4,0,4,1,4,2240,2,4,12,0,3,4,3,2,2,154,0,9,2,31,142953,906226120
813,0,5,22,1,216,3,1,2,0,1094,4,1,4,1229,0,2,6,2,5,4,3,2,2,120,0,9,2,31,148325,906226130
817,0,5,22,5,23,3,2,0,3,1168,0,1,4,2439,4,4,8,2,5,2,0,4,2,312,0,9,4,10,269500,906230030
818,2,5,5,3,242,0,2,0,1,1555,0,1,4,1680,1,0,8,1,2,0,0,3,2,185,24,6,5,1,323262,906340100
820,2,5,5,8,270,2,2,0,1,1622,0,1,4,1630,2,0,8,1,2,0,2,3,2,172,42,9,4,2,295493,906340120
821,2,5,5,3,364,0,2,0,1,1720,0,1,4,1720,2,0,8,1,2,0,2,3,2,208,104,9,4,2,332000,906340130
822,2,5,5,8,0,2,2,2,0,1468,0,1,4,1468,2,2,6,1,2,0,2,3,2,192,142,9,4,2,239900,906378110
823,13,5,5,8,0,2,2,2,0,866,0,1,4,1768,2,2,7,0,3,0,2,2,2,144,105,9,4,3,212000,906380050
824,2,5,5,8,352,2,2,0,0,1838,0,1,4,1838,2,2,7,2,2,0,2,2,2,154,222,9,4,3,272500,906380060
825,2,5,5,3,0,2,2,0,3,1800,0,1,4,1800,2,0,7,0,3,0,0,2,2,288,136,9,4,3,239000,906380100
826,2,5,5,5,180,2,2,2,3,1604,0,1,4,1604,2,2,8,1,2,0,2,2,2,123,110,9,0,4,220000,906380130
828,2,5,5,8,140,2,2,2,0,1254,0,1,4,1254,2,2,5,0,3,0,2,3,2,168,92,9,4,2,221800,906380220
830,2,5,5,8,76,2,2,0,1,1498,0,1,4,1498,2,2,7,1,2,0,0,3,2,144,98,9,4,5,237000,906392110
831,13,5,5,0,0,2,2,2,0,704,0,1,4,1422,2,2,7,1,2,0,0,2,2,36,28,9,4,5,173000,906392130
833,13,5,4,5,0,2,2,2,0,1449,2,1,4,1759,2,2,7,1,5,0,3,2,2,150,193,9,4,18,233500,906426210
835,2,5,5,1,0,3,2,2,3,1040,2,1,4,1040,1,2,6,0,3,4,3,2,2,168,0,9,4,14,152000,907126010
836,2,5,5,1,0,3,2,5,3,990,0,1,4,990,1,4,5,0,3,0,2,1,2,66,0,9,4,16,143000,907126050
838,13,5,5,5,0,2,2,2,0,799,0,1,4,1661,2,2,6,1,5,0,2,2,2,158,61,5,4,14,212000,907131090
839,2,5,5,5,0,3,2,2,2,1463,0,1,4,1463,2,4,5,0,3,0,0,2,2,0,81,9,4,12,207000,907131190
840,2,5,5,1,0,3,2,2,3,1097,0,1,4,1097,1,4,6,0,3,0,3,2,2,392,64,9,4,16,145000,907135040
841,2,5,5,1,0,3,2,2,3,990,0,1,4,990,1,4,5,0,3,4,3,2,2,0,64,9,4,16,138000,907135170
842,13,5,5,5,0,3,2,2,0,866,0,1,4,1779,2,2,6,0,3,0,2,2,2,198,36,9,4,12,197900,907175100
843,2,5,5,5,183,2,2,2,1,1490,0,1,4,1501,2,2,6,0,3,0,2,2,2,144,29,9,4,11,204000,907180130
844,2,5,5,5,0,2,2,2,0,1431,0,1,4,1431,2,2,6,0,3,0,0,2,2,0,35,9,4,11,192000,907181100
845,13,5,5,0,120,3,2,2,3,928,0,1,4,1772,2,4,7,1,5,0,2,2,2,150,96,9,4,12,200000,907185050
846,13,5,5,5,95,2,2,2,3,831,0,1,4,1660,2,2,7,0,3,0,2,2,2,144,68,9,4,8,195000,907192030
847,2,5,5,5,110,2,2,2,3,1573,0,1,4,1573,2,2,6,0,3,0,2,2,2,0,72,9,4,8,227000,907192090
848,13,5,5,5,0,2,2,2,3,944,0,1,4,1840,2,2,6,0,3,0,2,2,2,0,45,9,4,9,230000,907194010
850,2,5,5,5,68,2,2,2,3,1431,0,1,4,1444,2,2,6,0,3,0,2,2,2,144,40,9,4,8,203000,907194160
851,2,5,5,5,180,2,2,2,2,1492,0,1,4,1492,2,2,6,1,5,0,2,2,2,0,114,9,3,9,201000,907196060
852,2,5,5,1,136,3,1,2,3,1040,4,1,4,1040,2,4,5,0,3,6,1,0,2,0,0,9,4,32,124000,907200230
854,2,5,5,1,40,3,1,5,3,914,4,1,4,914,1,4,5,0,3,0,3,2,2,0,0,9,4,31,134900,907201280
855,2,5,5,1,0,3,1,2,2,1040,4,1,4,1040,2,2,5,0,3,4,3,2,2,0,0,9,4,33,150500,907202050
860,9,5,5,1,0,3,1,2,0,768,2,1,4,848,1,4,5,0,3,4,0,1,2,192,0,9,4,38,133900,907227110
861,9,5,5,1,0,3,1,2,0,768,4,1,4,848,1,4,5,0,3,4,3,2,2,58,0,9,4,38,133000,907227290
865,13,5,5,8,108,2,2,2,0,1299,0,1,4,1872,2,0,7,1,5,2,2,2,2,160,122,9,4,9,261500,907252220
866,13,5,5,3,204,2,2,0,2,1440,0,1,4,2153,2,0,8,2,0,0,0,3,2,253,142,9,4,10,313000,907253130
868,13,5,5,5,0,2,2,2,3,944,0,1,4,1870,2,2,6,0,3,0,2,2,2,256,43,9,4,9,211000,907265010
871,2,5,5,8,164,2,2,0,1,1822,0,1,4,1828,2,2,7,1,2,0,0,2,2,194,144,9,4,8,279500,907275140
875,2,5,5,5,0,2,2,2,3,1212,0,1,4,1212,2,2,6,0,3,0,2,2,2,356,0,9,4,9,178000,907290070
876,2,5,5,5,171,2,2,2,3,1630,0,1,4,1630,2,2,6,1,5,0,3,2,2,74,234,9,4,10,213000,907290090
877,3,6,5,0,170,2,2,2,0,848,0,1,4,848,1,2,4,0,3,0,0,2,2,140,0,9,4,7,144000,907290180
878,3,6,5,0,170,2,2,2,0,848,0,1,4,848,1,2,4,0,3,0,0,2,2,140,0,9,4,7,140000,907290210
879,2,5,5,8,180,2,2,2,0,1578,0,1,4,1602,2,2,7,1,2,0,2,3,2,0,48,9,4,3,293200,907410130
880,13,5,5,5,0,2,2,2,3,864,0,1,4,1728,2,2,7,0,3,0,2,2,2,187,56,9,4,6,190000,907412020
882,13,5,5,0,0,2,2,2,3,738,0,1,4,1476,2,2,7,0,3,0,0,2,2,100,35,9,4,5,173500,907414080
887,9,5,7,5,500,2,3,3,4,0,0,1,4,1922,3,2,7,1,0,2,2,2,2,0,0,3,4,7,198500,908128060
888,13,5,7,0,140,3,1,5,3,690,4,1,4,1426,1,4,6,0,3,0,0,2,2,252,0,9,4,33,159500,908151050
891,2,5,7,3,340,0,2,0,3,1698,0,1,4,1698,2,0,8,1,2,0,0,3,2,327,64,9,4,3,320000,908154040
892,8,6,7,0,80,3,5,2,1,547,2,1,4,1072,1,4,5,0,3,1,0,2,2,0,28,9,4,5,145500,908186080
893,2,5,7,1,0,3,1,5,3,698,0,1,4,848,1,4,4,0,3,6,1,0,2,0,200,9,4,63,118000,908201040
894,2,5,7,2,0,3,1,5,3,876,4,1,0,876,1,4,5,0,3,4,3,1,2,0,0,9,4,51,85000,908203090
895,2,5,7,1,0,3,1,1,2,1078,4,1,0,1368,1,4,6,0,3,0,2,1,2,0,41,9,4,60,120000,908225290
896,5,5,7,2,0,3,3,3,4,0,4,0,1,1529,2,4,9,0,3,4,3,1,0,92,0,9,4,65,98000,908225370
897,1,5,7,1,0,3,2,1,3,864,0,1,4,864,1,4,4,0,3,6,1,0,2,0,96,9,4,88,99900,908229020
898,2,5,7,4,0,3,3,3,4,0,1,0,1,944,1,1,4,0,3,4,3,2,2,0,0,9,4,58,85000,908250030
899,0,5,7,1,74,3,1,5,3,1678,4,1,4,1678,2,4,10,0,3,6,1,0,2,0,0,9,4,51,119900,908275040
900,2,5,7,1,259,3,1,5,3,1150,0,1,4,1560,1,4,7,1,5,0,3,1,2,0,0,9,4,54,103500,908275110
902,5,5,7,0,0,3,0,5,2,684,2,1,4,1196,1,2,7,0,3,4,3,2,2,0,46,4,4,90,110000,909101010
903,5,5,7,1,0,3,1,5,3,720,0,1,4,1298,1,4,6,2,2,4,3,1,2,84,0,9,4,69,122000,909101100
905,5,4,24,1,88,3,2,5,3,832,4,1,4,1268,1,4,7,2,2,1,3,1,2,0,0,9,0,72,160000,909129090
906,5,4,24,1,0,3,0,5,3,793,0,1,4,1520,1,4,6,0,3,4,3,1,2,0,0,9,0,78,159434,909129100
