,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
606,2,5,15,1,217,3,1,5,3,1313,4,1,4,1313,1,2,6,1,5,0,2,2,2,172,28,9,4,49,153000,534400290
608,2,5,15,1,200,3,1,5,2,1154,0,1,4,1154,1,4,6,1,4,0,2,2,2,0,58,9,4,44,154000,534402140
610,10,5,15,0,115,3,1,5,1,1127,4,1,4,1445,1,4,7,1,1,0,2,2,2,180,0,9,4,46,158000,534403370
611,2,5,15,1,132,3,1,5,3,1041,0,1,4,1041,1,4,6,0,3,0,2,1,2,224,88,9,4,51,124500,534426110
613,2,5,15,1,0,3,1,5,3,960,2,1,4,960,1,4,5,0,3,0,2,1,2,0,70,9,4,55,122000,534431130
616,2,5,15,0,90,3,1,5,3,1505,0,1,4,1505,1,4,6,1,5,0,2,2,2,0,0,9,4,57,149500,534475185
618,2,5,15,0,238,3,1,5,3,1416,4,1,4,1644,1,4,7,2,2,0,0,2,2,110,0,9,4,57,167000,534476150
619,2,5,15,1,0,3,1,5,3,1050,2,1,4,1050,1,4,5,0,3,0,3,1,2,0,0,9,4,54,128900,534476320
620,5,5,15,0,0,3,1,5,3,856,0,1,4,1668,1,4,6,0,3,0,3,1,2,0,0,9,4,60,140000,534477110
621,2,5,15,1,0,2,1,5,3,1113,2,1,4,1113,1,2,5,1,2,0,3,1,2,0,80,9,4,60,147000,534478230
622,0,5,15,1,0,3,1,5,3,1584,4,1,4,1584,2,4,8,0,3,4,3,3,2,0,152,9,4,43,124000,535101120
624,2,5,15,0,247,3,1,2,3,1394,2,1,4,1394,1,4,6,2,2,0,2,2,2,0,76,9,4,47,159000,535105100
626,13,5,15,5,176,3,1,5,3,768,4,1,4,1986,2,4,7,3,1,0,3,2,2,0,42,9,4,45,205000,535125090
627,13,5,15,0,576,3,1,2,3,896,4,1,4,2142,2,2,8,1,2,0,0,1,2,0,72,9,4,42,193500,535126010
628,2,5,15,0,216,3,1,1,3,1392,2,1,4,1392,1,4,5,2,5,0,2,2,2,0,0,9,4,42,110000,535126100
630,2,5,15,1,164,2,1,5,3,1169,4,1,4,1144,1,4,6,0,3,0,2,1,2,257,0,9,4,54,150000,535151040
631,2,5,15,0,0,3,1,5,3,1478,2,1,4,1478,1,4,6,2,2,0,2,2,2,114,0,9,4,53,156500,535152230
632,2,5,15,5,128,3,1,5,3,1329,2,1,4,1329,1,4,5,2,2,0,3,2,2,0,0,9,4,50,176000,535154060
633,2,5,15,0,0,2,1,5,3,988,4,1,4,988,2,2,6,0,3,0,3,1,2,156,0,9,4,51,149500,535154130
634,2,5,15,0,183,3,1,5,3,1240,2,1,4,1632,2,4,6,1,2,0,2,1,2,289,0,9,4,52,139000,535175030
636,2,5,15,1,0,3,1,5,3,1202,4,1,4,1202,1,4,6,0,3,0,2,1,2,0,35,0,0,54,120000,535178040
637,2,5,15,1,0,3,1,5,3,1382,2,1,0,1382,1,2,6,0,3,0,3,1,2,280,0,9,4,55,153000,535178120
638,2,5,15,2,0,3,1,5,3,1200,4,1,4,1200,1,4,6,2,2,0,3,1,2,0,189,9,3,54,144000,535179160
639,10,5,15,0,399,3,1,5,1,1362,4,1,4,1382,1,4,6,1,5,0,3,2,2,0,0,9,4,48,176000,535300120
640,2,5,15,1,650,3,1,5,3,1297,2,1,4,1297,1,4,5,1,5,0,0,2,2,0,0,9,4,56,153000,535301170
641,0,5,15,1,657,3,2,5,3,1866,0,1,4,1866,2,4,8,0,3,4,3,2,2,0,0,9,4,52,135000,535302120
642,2,5,15,0,80,3,1,5,3,1062,2,1,4,1062,1,4,6,0,3,0,3,1,2,0,0,9,4,56,131000,535303110
643,2,5,15,1,0,3,2,5,3,608,4,1,4,1319,1,4,5,0,3,0,3,1,2,66,0,9,4,57,123000,535303150
645,2,5,15,2,0,3,1,5,3,1005,4,1,4,1005,1,1,5,1,5,4,3,2,2,0,0,9,4,55,115000,535325290
647,1,5,15,1,0,3,1,5,3,793,4,1,4,864,1,1,4,0,3,4,3,1,2,0,0,9,4,65,113000,535352090
648,2,5,15,1,0,2,1,5,3,1031,2,1,4,1031,1,2,5,0,3,0,3,1,2,0,0,9,4,58,145500,535353040
649,2,5,15,1,140,3,3,3,4,0,4,1,0,1210,1,4,7,0,3,0,0,1,2,208,0,3,4,57,102900,535353060
650,11,5,20,4,0,3,1,1,2,978,4,1,4,1699,2,4,7,0,3,3,3,2,2,0,74,9,0,110,95000,535353140
651,13,5,15,5,0,3,1,5,2,699,0,1,0,1527,1,4,6,1,2,0,3,2,2,0,0,9,4,62,152500,535353240
652,2,5,15,1,0,3,1,5,3,1200,4,1,4,1200,1,4,6,0,3,0,0,1,2,126,0,9,4,60,129900,535354070
655,5,5,20,1,0,3,1,1,3,660,0,1,4,1656,2,4,8,0,3,4,3,1,0,0,0,9,4,94,135000,535375050
657,12,5,20,2,0,2,0,1,3,405,2,1,4,1039,1,4,6,0,3,4,3,1,0,0,0,9,4,110,114000,535377150
658,1,5,20,1,0,2,0,5,3,768,0,1,4,864,1,2,5,0,3,4,3,1,0,316,0,9,4,86,109500,535378020
659,1,5,20,1,0,3,0,5,3,1054,0,1,4,1078,1,0,6,0,3,4,3,1,0,0,0,9,4,85,125000,535378120
660,5,5,20,2,0,3,0,5,3,1313,4,1,4,2377,2,2,8,1,5,4,3,2,2,0,0,9,4,95,142900,535381040
662,1,5,20,6,0,1,2,1,3,416,2,0,0,864,1,2,4,0,3,6,1,0,0,0,81,9,4,70,88250,535383060
663,5,5,20,2,0,1,2,5,3,840,0,1,4,1374,1,4,6,0,3,4,0,1,2,0,0,9,4,90,105000,535383070
664,1,5,20,1,0,3,0,5,3,720,4,0,4,864,1,2,4,0,3,4,0,2,0,0,0,9,4,90,106000,535383110
667,2,5,15,0,295,3,1,5,3,1380,1,1,4,1380,1,4,6,0,3,0,3,1,2,0,0,9,4,47,154000,535402090
668,2,5,15,0,0,1,1,5,3,1040,2,1,4,1040,1,4,6,1,4,0,2,2,2,0,0,9,4,43,163000,535402270
669,0,5,15,1,368,3,1,5,3,1248,4,1,4,2468,2,4,12,0,3,4,3,4,2,0,0,9,4,41,200000,535402330
670,2,5,15,0,0,2,1,5,2,951,2,1,4,951,1,2,6,0,3,4,3,2,2,0,0,9,4,52,143500,535403190
672,2,5,15,1,0,3,1,5,2,992,4,1,4,1306,1,4,5,0,3,4,3,1,2,0,0,9,4,53,153000,535403280
673,2,5,15,0,30,3,1,5,3,1478,0,1,0,1478,2,4,6,2,2,0,3,2,2,0,40,9,4,50,157500,535425070
674,2,5,15,0,82,3,1,2,1,160,1,1,4,1142,1,4,5,1,2,1,2,1,2,0,28,9,4,52,113500,535426150
677,5,5,15,0,0,3,1,5,0,795,2,0,4,1133,1,4,5,0,3,4,3,2,2,0,0,0,0,60,128500,535450200
678,0,5,15,2,0,3,3,3,4,0,1,0,1,1040,2,4,6,0,3,4,3,2,2,0,0,9,4,61,90000,535451170
679,5,5,15,1,0,3,1,5,3,1208,2,1,0,1904,1,4,7,0,3,0,3,1,2,0,0,9,4,60,138000,535451250
681,2,5,15,1,0,3,1,5,3,1029,4,1,4,1339,1,4,6,0,3,0,3,1,2,0,0,0,0,52,139000,535452100
683,10,5,15,1,0,3,1,2,0,528,4,1,4,1183,1,4,6,0,3,0,2,1,2,0,0,9,4,51,138000,535453100
685,5,5,15,2,0,3,1,5,3,832,4,1,1,1461,2,4,6,0,3,4,3,1,2,0,204,9,4,61,133500,535454100
686,5,5,15,0,0,3,1,5,3,864,4,1,4,1495,1,4,6,0,3,4,3,2,2,180,36,0,0,62,135000,535454160
688,0,5,15,1,124,3,1,2,0,941,2,1,4,941,1,2,4,0,3,0,3,2,2,0,40,9,4,32,145000,535476110
689,2,5,15,0,0,3,1,5,3,1045,4,1,4,1045,1,4,6,1,1,0,2,1,2,0,0,9,4,47,127000,535476240
690,2,5,15,1,0,3,1,5,3,894,2,0,4,894,1,4,5,0,3,4,3,1,2,0,0,9,4,48,109500,535477150
692,5,6,20,1,0,3,2,5,3,440,2,1,4,1230,1,4,5,0,3,4,3,2,2,74,0,9,4,100,110000,902102080
693,5,6,20,0,0,3,2,5,3,901,2,1,4,1378,1,2,6,0,3,4,3,1,1,54,0,9,4,75,128900,902103100
695,5,6,20,1,0,3,1,5,3,676,0,1,4,1131,1,4,5,0,3,4,3,1,2,26,0,9,0,69,88250,902103170
697,12,6,20,1,0,2,1,5,3,504,0,1,4,1464,2,4,7,0,3,6,1,0,0,0,0,9,4,100,129000,902105060
698,12,6,20,1,0,3,0,5,3,690,4,1,0,1558,1,4,7,1,2,4,3,2,2,0,36,9,4,71,150000,902106010
699,12,6,20,1,0,3,4,5,3,994,4,0,4,2372,2,4,11,0,3,0,2,1,2,0,287,9,4,118,107500,902106060
700,11,6,20,2,0,1,0,1,3,600,2,0,4,1701,2,1,8,0,3,6,1,0,0,0,0,9,4,90,94550,902109130
701,0,6,20,1,360,3,1,5,3,960,2,1,4,1960,2,4,10,0,3,4,3,2,0,0,0,0,4,58,124500,902109140
702,13,6,20,5,0,3,1,5,3,651,2,1,4,1389,1,4,6,2,2,4,3,1,1,0,0,9,4,64,135000,902110080
703,5,6,20,1,0,3,0,1,3,801,2,0,4,1447,1,4,6,0,3,6,1,0,0,80,0,9,4,100,103000,902134120
705,5,6,20,1,0,3,1,5,3,768,4,1,0,1328,1,4,6,0,3,4,3,1,2,0,12,9,4,60,129500,902201110
706,11,6,20,1,0,3,1,5,3,811,4,1,0,1387,2,2,7,0,3,2,3,1,2,0,0,9,4,56,93000,902202150
708,1,6,20,6,0,3,0,3,4,0,1,0,0,864,1,4,4,0,3,4,3,1,0,0,0,9,4,70,88250,902205010
709,5,6,20,4,0,3,0,5,3,600,1,0,4,968,1,4,6,0,3,6,1,0,2,0,0,9,0,100,88250,902205030
710,1,6,20,1,0,3,0,1,3,190,2,1,0,886,1,4,4,0,3,0,3,1,2,144,20,9,4,72,91300,902206260
712,11,6,20,2,0,3,0,5,3,736,2,1,4,1452,2,4,8,0,3,6,1,0,0,0,0,6,5,90,113000,902300090
713,12,6,20,2,0,2,0,1,3,677,4,1,4,1510,2,2,7,0,3,4,3,2,0,0,0,9,4,100,88250,902301060
714,5,6,20,1,0,3,1,5,3,720,4,1,4,1284,1,4,5,0,3,4,3,1,2,0,35,9,4,63,110000,902301080
715,15,6,20,1,0,3,2,5,3,849,4,0,0,2138,2,4,11,0,3,4,3,2,0,40,156,9,4,112,106000,902325070
716,12,6,20,5,0,2,4,5,3,1240,4,0,4,2468,1,2,8,1,2,4,3,4,0,181,0,9,4,130,265979,902326030
717,12,6,20,0,0,3,0,1,2,917,2,1,0,2007,2,0,8,0,3,4,3,1,2,0,235,9,4,110,160000,902327070
718,12,6,20,0,0,3,0,5,3,624,0,1,4,1288,1,0,5,1,2,0,3,1,0,0,103,9,4,93,119000,902329080
720,1,1,20,2,0,3,0,5,3,624,0,1,4,864,1,4,5,1,2,6,1,0,0,0,33,9,4,100,88250,902331010
723,5,6,20,1,0,3,0,5,3,1088,4,1,4,1869,1,4,7,0,3,4,3,2,2,48,0,9,4,120,124900,902405100
724,5,6,20,0,0,1,0,5,3,972,0,1,4,1480,1,4,6,0,3,4,3,1,2,0,0,4,3,90,119000,902405120
726,1,1,11,2,0,3,1,5,3,720,4,0,0,864,1,4,4,0,3,6,1,0,0,0,523,9,0,90,88250,902477120
727,1,1,11,4,0,3,1,1,3,245,4,0,4,864,1,4,5,0,3,6,1,0,0,0,36,9,0,110,88250,902477130
728,12,5,3,1,0,3,1,5,1,1324,0,1,4,1576,1,2,6,1,5,0,2,2,2,0,312,9,4,87,223500,903200080
730,5,5,3,5,0,2,0,5,3,952,2,0,4,1548,2,0,5,0,3,4,3,2,2,74,0,9,4,85,205000,903201080
732,1,5,3,0,0,3,0,5,3,952,1,0,1,952,1,1,4,1,2,4,3,1,1,0,98,9,4,94,121000,903205040
733,5,6,3,2,0,3,0,5,3,672,4,1,4,1324,1,4,6,0,3,4,3,1,2,0,0,9,4,74,128000,903226130
735,5,6,3,1,0,3,0,5,3,884,0,1,4,1348,1,4,5,1,1,4,3,1,0,0,0,9,4,85,117000,903227070
736,5,6,3,0,0,3,1,5,3,780,0,1,1,1412,1,4,6,1,2,4,3,1,2,45,0,9,4,71,132500,903227090
738,7,6,3,0,0,2,2,5,3,884,2,1,4,904,1,4,4,0,3,4,3,1,2,0,0,9,4,84,119000,903228120
739,1,6,3,1,0,3,2,5,2,1145,4,1,4,1301,1,1,5,0,3,4,3,2,2,0,0,9,4,86,100000,903230100
740,5,6,3,1,0,3,0,5,3,927,4,1,4,1539,1,4,5,0,3,4,3,2,2,112,0,9,4,74,141500,903231010
741,5,6,3,2,0,3,0,5,3,884,0,1,4,1573,1,2,6,0,3,4,3,1,2,0,0,9,4,75,133000,903231030
742,1,6,3,6,0,1,0,5,3,264,1,0,0,864,1,1,4,1,4,6,1,0,0,0,0,5,4,74,88250,903231060
743,1,6,3,1,0,3,0,5,3,715,4,1,0,875,1,4,5,0,3,4,3,1,2,48,0,9,4,79,105000,903231130
747,15,5,3,0,0,3,0,5,3,844,2,0,0,2134,2,2,10,0,3,4,3,2,2,0,60,9,4,94,214500,903400220
749,12,6,20,0,0,3,2,5,3,1048,2,1,0,1768,2,4,8,0,3,4,3,2,2,0,0,9,4,95,155000,903427120
751,12,6,20,5,0,3,0,5,3,672,1,1,4,1944,2,4,8,0,3,4,3,1,0,24,28,9,4,95,179900,903429110
752,15,6,20,0,0,3,1,5,3,755,0,1,4,2229,1,4,8,0,3,6,1,0,2,0,198,9,0,98,104000,903430060
755,1,6,11,2,0,3,1,5,3,780,4,1,0,1208,1,4,5,0,3,4,3,2,2,0,23,9,4,85,103000,903458170
756,12,6,20,0,0,3,0,5,3,483,0,1,4,1427,1,2,7,0,3,0,3,1,2,0,24,9,4,95,123000,903475100
757,11,6,20,5,188,3,0,5,3,1020,4,0,1,1864,2,4,9,0,3,6,1,0,0,0,188,9,4,108,97500,903476090
758,5,6,11,0,0,3,0,5,3,1204,4,1,0,1666,1,4,4,0,3,4,3,1,2,0,0,9,4,83,135000,903481120
759,9,6,11,2,0,3,2,2,0,858,4,1,4,892,1,2,5,0,3,6,1,0,0,0,0,0,0,87,88250,903481130
760,11,6,11,0,0,3,1,5,3,698,0,1,1,1403,1,4,7,0,3,4,3,1,2,0,0,9,4,95,116000,903484110
762,0,5,7,1,0,3,1,2,1,1200,4,1,4,1200,3,4,5,0,3,6,1,0,2,120,0,9,2,23,179000,904301060
765,1,5,7,9,0,1,0,1,1,683,2,0,0,904,0,1,4,0,3,6,1,0,2,0,0,9,4,88,88250,904301375
766,12,4,7,0,0,3,0,5,3,672,4,0,4,1369,2,4,6,0,3,4,3,1,2,147,0,9,4,85,103600,904351200
768,10,5,21,1,0,3,1,2,0,520,0,1,4,1464,2,4,6,1,5,0,2,2,2,302,0,9,4,47,175000,905101260
769,2,5,21,1,0,3,2,5,3,1121,4,1,4,1121,1,4,5,0,3,4,3,2,2,0,80,9,4,47,139000,905101490
770,13,5,21,0,92,3,1,5,3,918,2,1,4,1683,2,4,7,1,5,0,2,2,2,243,0,9,4,32,172500,905103040
771,2,5,21,1,172,3,1,5,3,1052,4,1,4,1052,1,4,6,1,4,0,0,1,2,0,215,9,0,43,113500,905103070
772,2,5,21,1,89,3,2,5,3,864,0,1,4,899,1,2,5,0,3,0,0,1,2,64,0,9,4,43,130000,905105190
773,9,5,21,0,23,3,1,2,1,456,4,1,4,1034,1,4,5,1,1,1,0,2,2,0,0,9,4,32,149900,905107310
774,9,5,21,1,0,3,1,2,0,858,4,1,4,864,1,4,5,0,3,4,3,2,2,120,0,9,4,28,134900,905108190
775,9,5,21,1,0,3,1,5,0,840,4,1,4,864,1,4,4,0,3,4,3,2,2,0,0,9,4,28,137000,905108220
776,2,5,21,1,116,3,1,5,3,1092,4,1,4,1092,1,4,6,1,4,0,3,1,2,0,20,9,4,48,139000,905200220
777,10,5,21,1,0,3,1,5,3,552,4,1,4,1774,2,4,8,1,5,0,3,1,2,290,40,9,4,49,165000,905200260
778,10,5,21,0,54,3,1,5,0,1138,0,1,4,1138,1,4,6,1,5,0,2,2,2,0,0,0,4,50,148000,905200350
780,2,5,21,6,0,3,3,3,4,0,1,0,4,864,1,1,5,0,3,6,1,0,0,0,0,9,4,63,88250,905228050
781,5,5,4,2,0,3,1,5,0,1104,0,1,0,1788,1,4,8,2,5,0,3,1,2,120,0,9,4,53,161500,905229040
782,2,5,4,1,0,3,1,5,1,1437,0,1,4,1473,1,0,5,2,2,0,3,1,2,0,48,9,5,42,143000,905325020
783,2,5,7,2,0,3,1,5,3,1134,0,1,0,1229,1,4,6,0,3,0,2,1,2,0,0,9,4,54,135000,905377010
785,2,5,4,1,0,2,1,5,3,1617,0,1,0,1867,1,4,7,3,2,0,0,1,2,476,0,0,4,55,190000,905401100
787,2,5,7,2,0,3,1,3,4,0,4,1,4,1383,1,4,6,0,3,0,3,2,2,0,0,9,4,56,122000,905402070
789,2,5,7,1,0,3,1,5,3,1073,4,1,0,1073,1,4,5,0,3,0,3,1,2,0,0,9,4,54,121500,905451300
790,2,5,7,1,0,3,1,5,3,1276,4,1,0,1276,1,4,5,0,3,0,3,1,2,0,0,0,0,52,88250,905451340
791,13,5,7,0,0,3,1,5,3,747,0,1,4,1639,1,2,6,1,2,4,3,1,2,0,50,9,4,64,154400,905452040
793,2,5,7,1,0,3,1,2,3,1089,4,1,4,1089,1,4,5,1,2,4,2,1,1,328,0,9,4,56,125000,905475160
794,2,5,7,2,0,3,3,3,4,0,0,0,4,864,1,4,5,0,3,4,3,1,0,186,0,9,4,53,88250,905475500
796,5,5,7,1,0,3,1,5,3,768,2,1,4,1716,1,4,8,1,2,0,3,1,2,0,0,9,4,61,131000,905478030
797,5,5,7,0,0,3,0,5,2,560,4,1,4,1258,1,4,6,0,3,4,3,1,1,0,0,9,4,71,105000,905480030
798,12,5,7,2,0,3,1,5,2,755,4,1,4,1510,1,4,7,1,2,4,3,1,1,120,0,9,4,70,108000,905480210
801,5,5,22,8,0,2,1,2,1,1496,0,1,4,2132,1,2,5,1,2,2,0,2,2,349,40,9,4,27,316600,906201130
802,2,5,22,5,234,2,1,2,2,2158,2,1,4,2196,2,2,7,1,5,0,2,3,2,84,70,9,4,20,271900,906203120
804,13,5,22,5,0,2,2,2,3,1079,0,1,4,1879,2,2,8,1,5,0,2,2,2,400,100,9,4,17,239900,906223080
807,0,5,22,1,0,3,3,3,4,0,4,1,4,1535,2,4,8,0,3,0,3,2,2,0,0,9,2,31,118964,906226070
809,0,5,22,1,0,3,3,3,4,0,4,1,4,2228,2,4,8,0,3,4,3,2,2,73,0,9,2,31,147983,906226090
811,0,5,22,1,0,3,3,3,4,0,4,1,4,1535,2,4,8,0,3,0,3,2,2,0,0,9,2,31,118858,906226110
812,0,5,22,1,0,3,3,3,4,0,4,1,4,2240,2,4,12,0,3,4,3,2,2,154,0,9,2,31,142953,906226120
813,0,5,22,1,216,3,1,2,0,1094,4,1,4,1229,0,2,6,2,5,4,3,2,2,120,0,9,2,31,148325,906226130
814,0,5,22,1,0,3,3,3,4,0,4,1,4,1513,2,4,8,0,3,0,3,2,2,0,0,9,2,31,113722,906226140
816,0,5,22,5,23,3,2,0,3,1168,0,1,4,2468,4,4,8,2,5,2,0,4,2,312,0,9,4,10,269500,906230020
817,0,5,22,5,23,3,2,0,3,1168,0,1,4,2468,4,4,8,2,5,2,0,4,2,312,0,9,4,10,269500,906230030
818,2,5,5,3,242,0,2,0,1,1555,0,1,4,1680,1,0,8,1,2,0,0,3,2,185,24,6,5,1,323262,906340100
820,2,5,5,8,270,2,2,0,1,1622,0,1,4,1630,2,0,8,1,2,0,2,3,2,172,42,9,4,2,295493,906340120
823,13,5,5,8,0,2,2,2,0,866,0,1,4,1768,2,2,7,0,3,0,2,2,2,144,105,9,4,3,212000,906380050
824,2,5,5,8,352,2,2,0,0,1838,0,1,4,1838,2,2,7,2,2,0,2,2,2,154,222,9,4,3,272500,906380060
826,2,5,5,5,180,2,2,2,3,1604,0,1,4,1604,2,2,8,1,2,0,2,2,2,123,110,9,0,4,220000,906380130
827,2,5,5,5,0,2,2,2,0,1282,0,1,4,1290,2,2,6,1,2,0,2,2,2,168,0,9,4,3,200000,906380210
828,2,5,5,8,140,2,2,2,0,1254,0,1,4,1254,2,2,5,0,3,0,2,3,2,168,92,9,4,2,221800,906380220
830,2,5,5,8,76,2,2,0,1,1498,0,1,4,1498,2,2,7,1,2,0,0,3,2,144,98,9,4,5,237000,906392110
831,13,5,5,0,0,2,2,2,0,704,0,1,4,1422,2,2,7,1,2,0,0,2,2,36,28,9,4,5,173000,906392130
832,10,5,22,5,145,2,2,2,1,1518,2,1,4,1644,2,2,5,1,5,0,0,2,2,80,0,9,4,21,275000,906402060
833,13,5,4,5,0,2,2,2,0,1449,2,1,4,1759,2,2,7,1,5,0,3,2,2,150,193,9,4,18,233500,906426210
834,13,5,4,1,0,3,2,5,1,1013,4,1,4,2126,2,4,7,0,3,0,0,2,2,486,0,9,0,43,185000,906475070
835,2,5,5,1,0,3,2,2,3,1040,2,1,4,1040,1,2,6,0,3,4,3,2,2,168,0,9,4,14,152000,907126010
837,13,5,5,0,0,3,2,2,3,928,0,1,4,1764,2,2,7,0,3,0,2,2,2,276,99,9,4,13,231500,907130100
840,2,5,5,1,0,3,2,2,3,1097,0,1,4,1097,1,4,6,0,3,0,3,2,2,392,64,9,4,16,145000,907135040
841,2,5,5,1,0,3,2,2,3,990,0,1,4,990,1,4,5,0,3,4,3,2,2,0,64,9,4,16,138000,907135170
843,2,5,5,5,183,2,2,2,1,1490,0,1,4,1501,2,2,6,0,3,0,2,2,2,144,29,9,4,11,204000,907180130
844,2,5,5,5,0,2,2,2,0,1431,0,1,4,1431,2,2,6,0,3,0,0,2,2,0,35,9,4,11,192000,907181100
845,13,5,5,0,120,3,2,2,3,928,0,1,4,1772,2,4,7,1,5,0,2,2,2,150,96,9,4,12,200000,907185050
847,2,5,5,5,110,2,2,2,3,1573,0,1,4,1573,2,2,6,0,3,0,2,2,2,0,72,9,4,8,227000,907192090
848,13,5,5,5,0,2,2,2,3,944,0,1,4,1840,2,2,6,0,3,0,2,2,2,0,45,9,4,9,230000,907194010
849,2,5,5,5,0,2,2,2,3,1413,0,1,4,1430,2,2,6,0,3,0,2,2,2,0,33,9,4,9,187100,907194110
850,2,5,5,5,68,2,2,2,3,1431,0,1,4,1444,2,2,6,0,3,0,2,2,2,144,40,9,4,8,203000,907194160
851,2,5,5,5,180,2,2,2,2,1492,0,1,4,1492,2,2,6,1,5,0,2,2,2,0,114,9,3,9,201000,907196060
853,2,5,5,1,76,3,0,2,0,907,4,1,4,907,1,4,5,0,3,0,3,1,2,72,0,9,4,32,140000,907201220
854,2,5,5,1,40,3,1,5,3,914,4,1,4,914,1,4,5,0,3,0,3,2,2,0,0,9,4,31,134900,907201280
855,2,5,5,1,0,3,1,2,2,1040,4,1,4,1040,2,2,5,0,3,4,3,2,2,0,0,9,4,33,150500,907202050
857,2,5,5,1,0,3,1,2,0,1268,4,1,4,1268,1,2,5,0,3,4,3,1,2,173,0,9,4,33,143500,907202130
858,2,5,5,1,0,3,1,5,0,864,0,1,4,864,1,4,5,1,1,0,3,1,2,0,0,9,4,38,133500,907227030
859,2,5,5,1,0,3,1,5,0,894,4,1,4,894,1,4,6,0,3,4,2,2,2,215,0,9,4,38,123000,907227080
860,9,5,5,1,0,3,1,2,0,768,2,1,4,864,1,4,5,0,3,4,0,1,2,192,0,9,4,38,133900,907227110
864,2,5,5,8,0,2,2,2,0,1753,0,1,4,1788,2,0,7,1,5,0,2,2,2,202,151,9,4,9,236500,907252210
866,13,5,5,3,204,2,2,0,2,1440,0,1,4,2153,2,0,8,2,0,0,0,3,2,253,142,9,4,10,313000,907253130
868,13,5,5,5,0,2,2,2,3,944,0,1,4,1870,2,2,6,0,3,0,2,2,2,256,43,9,4,9,211000,907265010
869,2,5,5,8,260,2,2,2,1,1462,0,1,4,1513,2,2,5,1,5,0,0,2,2,135,34,9,4,11,220000,907275010
870,2,5,5,5,196,2,2,2,1,1504,0,1,4,1504,2,2,6,1,5,0,0,2,2,115,66,9,4,14,203000,907275090
871,2,5,5,8,164,2,2,0,1,1822,0,1,4,1828,2,2,7,1,2,0,0,2,2,194,144,9,4,8,279500,907275140
872,2,5,5,5,209,2,2,2,0,1417,0,1,4,1417,2,2,7,1,5,0,3,2,2,60,0,9,4,13,210000,907280170
873,13,5,5,5,573,3,2,2,3,1057,0,1,4,2034,2,2,8,0,3,0,2,2,2,576,36,9,4,13,219500,907285020
874,13,5,5,5,0,2,2,2,3,880,0,1,4,1716,2,2,7,1,5,0,2,2,2,0,120,9,4,14,191000,907285050
875,2,5,5,5,0,2,2,2,3,1212,0,1,4,1212,2,2,6,0,3,0,2,2,2,356,0,9,4,9,178000,907290070
876,2,5,5,5,171,2,2,2,3,1630,0,1,4,1630,2,2,6,1,5,0,3,2,2,74,234,9,4,10,213000,907290090
877,3,6,5,0,170,2,2,2,0,848,0,1,4,864,1,2,4,0,3,0,0,2,2,140,0,9,4,7,144000,907290180
878,3,6,5,0,170,2,2,2,0,848,0,1,4,864,1,2,4,0,3,0,0,2,2,140,0,9,4,7,140000,907290210
879,2,5,5,8,180,2,2,2,0,1578,0,1,4,1602,2,2,7,1,2,0,2,3,2,0,48,9,4,3,293200,907410130
880,13,5,5,5,0,2,2,2,3,864,0,1,4,1728,2,2,7,0,3,0,2,2,2,187,56,9,4,6,190000,907412020
881,2,5,5,5,210,2,2,2,0,1500,0,1,4,1500,2,2,6,0,3,0,2,2,2,192,36,9,4,6,190000,907414020
884,2,5,7,2,0,3,1,3,4,0,0,1,4,1126,2,2,5,0,3,4,0,2,0,0,96,9,4,61,108000,908102050
885,2,5,7,1,0,3,2,5,3,1486,0,1,4,1486,1,4,7,0,3,4,0,2,2,0,0,9,4,46,167000,908102270
887,9,5,7,5,500,2,3,3,4,0,0,1,4,1922,3,2,7,1,0,2,2,2,2,0,0,3,4,7,198500,908128060
890,10,5,7,0,255,3,1,5,0,1041,0,1,4,1125,1,4,6,1,1,4,3,1,2,296,0,9,0,34,125000,908152100
891,2,5,7,3,340,0,2,0,3,1698,0,1,4,1698,2,0,8,1,2,0,0,3,2,327,64,9,4,3,320000,908154040
892,8,6,7,0,80,3,5,2,1,547,2,1,4,1072,1,4,5,0,3,1,0,2,2,0,28,9,4,5,145500,908186080
893,2,5,7,1,0,3,1,5,3,698,0,1,4,864,1,4,4,0,3,6,1,0,2,0,200,9,4,63,118000,908201040
895,2,5,7,1,0,3,1,1,2,1078,4,1,0,1368,1,4,6,0,3,0,2,1,2,0,41,9,4,60,120000,908225290
896,5,5,7,2,0,3,3,3,4,0,4,0,1,1529,2,4,9,0,3,4,3,1,0,92,0,9,4,65,98000,908225370
897,1,5,7,1,0,3,2,1,3,864,0,1,4,864,1,4,4,0,3,6,1,0,2,0,96,9,4,88,99900,908229020
900,2,5,7,1,259,3,1,5,3,1150,0,1,4,1560,1,4,7,1,5,0,3,1,2,0,0,9,4,54,103500,908275110
901,2,5,7,2,0,3,1,5,3,672,0,1,0,960,1,4,5,0,3,1,3,1,2,64,0,0,0,54,112000,908276150
